item_id,order_id,product_id,amount,status,item_timestamp
dae580a0-3eab-4fe2-9e61-0eee84606973,e0f0eed7-6dcb-4308-9b54-3f9bfc4a31a7,257867b3-0ecb-43be-bce5-1aa8c926399b,31.19,Delivered,2024-02-21 23:42:57.161675
5cf2c665-f056-4a28-9c10-3d8728863072,8ff60862-5203-495f-abd0-47d513f53986,ffd716e4-3997-48a2-bcab-d9ca43b96fb5,13.57,Shipped,2024-06-20 18:34:38.116201
e7b4ca32-6c67-4fd9-be41-05b44d57b66f,e13fa9bc-5a7b-4b41-b56a-0578a18cfa84,af02ea87-b99d-4485-9224-9c3f09c05649,75.1,Shipped,2024-03-10 12:25:19.061657
ca18d928-e696-4d8a-9437-159a2b2b912d,0a715d33-fc37-4491-8df7-46f2b900692e,3a74df32-0c09-43c5-bc18-4660fc20ad15,54.62,Delivered,2024-01-08 12:21:26.850793
9ac68fb1-3e4a-47aa-a0b3-bee146e283a1,73a137d7-4553-4751-88be-860e6cda0ff9,5b348034-ecda-4aa3-8d5d-4c38a8e8c078,18.37,Shipped,2024-06-06 07:20:48.733292
096e48d1-7e8d-4331-95d0-1f409a6f63da,edb27f99-cac6-415a-9e17-571702d552a0,fa941b3f-4220-45fa-abcc-824aac81b766,74.18,Delivered,2024-01-08 03:47:52.206688
09715756-8777-40eb-8c76-c3d2cb10fa31,543f469e-2165-47ef-af77-91641e7ff67e,2d61572a-ad68-4eb9-a327-cbde171ce77a,27.63,Delivered,2024-04-30 03:42:20.942001
ab49938e-3d2d-465c-9e62-e7a43333e647,adf60e32-4733-4d9a-8c60-155f7646fca7,affd041a-ca23-4369-8e3d-22e5029a2efd,7.23,Shipped,2024-05-29 11:05:25.994321
8ac2e0c7-217b-4240-9666-e61742493e2b,e5323964-051f-4431-a505-e6869d7f35fc,7af6100a-23b0-410c-bb61-29362105e093,81.22,Shipped,2024-05-21 05:22:59.899613
a11536c9-1786-4b05-9720-d676f9fe8b97,fc97db42-81ae-4243-bec8-fa648b8104c3,37121298-bf21-4c8b-a66a-118e069e2b98,31.84,Shipped,2024-05-13 21:30:50.854289
5c2437f7-ad2b-4176-97a2-be2e80975f52,2c2fa7ac-c543-4a9f-b505-e08fc69aeb4d,214c1278-bd76-4210-9c0b-3d12816b687c,79.27,Shipped,2024-03-25 00:23:08.818300
aba33ffe-cf64-4742-8d79-bb1110a8b271,179ba9af-587a-4114-82f3-0ae7062df95b,5ef7648a-71dc-42cd-b031-8c98a804daff,13.28,Delivered,2024-03-15 21:31:34.831217
11d88391-fbaf-43e1-86ce-26b9a9daa244,c5c6f712-bdf0-4459-be80-dc401e34f027,36a6b8dd-77b5-4454-b5ca-2802e953f339,87.24,Shipped,2024-03-29 18:06:03.359031
082bdca1-5bae-493c-8366-761baacef015,b53674ef-e5c8-42da-b82b-c4f261d7371a,51883d44-1778-465b-b734-b3e109a9ce0c,3.31,Delivered,2024-06-03 11:25:06.627456
d71ab0e6-1d34-45e2-812b-885d48b30413,1170d4f6-9a0f-4de6-b0e5-f671870a4999,db2feb72-eaa9-40ab-8deb-1c187663289b,52.7,Delivered,2024-04-11 06:17:54.055268
b0dcb2ab-f962-4406-bb57-6e0c549de4fd,b552c952-0329-489d-aaa0-b90e3777402e,76550550-016c-4396-b45e-c5e0a5fef448,19.8,Delivered,2024-03-09 01:49:37.004292
61b915bd-5fd8-426a-ae28-6714838a3a38,b552c952-0329-489d-aaa0-b90e3777402e,f515c735-0f69-4834-a9e3-d1fab84fcc81,85.02,Delivered,2024-06-12 10:49:10.798285
d5dd727c-beac-40f9-b7a8-b32627b57672,2436a46e-9dca-4bc5-996c-412b311e7c2d,8a0bb123-cf7e-4f77-840a-88a310a6a3e9,82.99,Shipped,2024-03-28 06:36:07.301340
d458d282-3637-4a3f-8216-98b05a0e7e83,9b6b81e9-aa49-4877-b252-de45bbff4405,7c6c8110-727e-43ba-9dd7-f1b2b43b2087,32.03,Pending,2024-06-22 20:15:51.224349
6f4fece9-aded-4526-8763-399e686364b4,eadad17a-03a7-4036-8621-eb34990b0757,7294e46e-0dc8-4603-8ef4-7cfe147abab0,82.87,Shipped,2024-04-19 13:53:21.429733
a8f24842-86c8-47c6-9ec1-a02a31822855,55b215a1-e817-4fe5-9d9b-366b6a609a8e,a03e72b4-f032-4f46-b411-e508515c58cc,48.7,Delivered,2024-04-09 20:00:38.390796
e9bc1b1e-24cf-4ef1-88ed-c57bd9f23591,cc3ef256-d13a-4a21-b0d0-93dd6021a017,c220cfb4-f757-4621-bd34-cde5aec3675d,94.77,Pending,2024-03-17 16:11:57.859990
cdb8392b-7348-4fc4-8b32-163f9d8226fe,c36705fd-9f3e-4115-b128-ee128d5eb02e,a4546a24-59b5-47c2-b17f-26d8b1b9ec24,90.33,Pending,2024-05-01 08:24:19.704841
845669b5-4d19-444c-a1cc-179d29105512,23440e5e-9530-4b79-8751-a30a99da9f58,ae5a4215-f191-45fc-a7eb-e3e0ddbf04f1,68.48,Pending,2024-06-17 02:01:05.639335
d2cdb063-0fa9-483e-ad80-2edbd35383cd,20ca9254-ac8a-4a80-82d5-00fd97db6250,3219ae09-73eb-45ad-a809-2c7f6737d4a4,74.56,Shipped,2024-01-16 20:04:59.006405
11762793-c1aa-455c-844d-e0e4a6d438b9,73a137d7-4553-4751-88be-860e6cda0ff9,f744f050-bc39-4f4f-8b4e-d0b2c3d44fe2,17.7,Delivered,2024-03-26 04:11:00.847595
973be5b5-f6b2-4e63-85ae-78ce60e2f0dd,3cdc1d49-6133-459e-8ff6-3d70a488530a,cec16ea8-1293-4c35-85ef-89636142f062,79.81,Shipped,2024-01-31 16:51:17.451772
5eeb16ce-2820-4a5e-be4f-fb843cff0ea3,eff0a4b3-5957-4180-99ad-a56c2f008d36,401e07ae-caf7-405b-ab88-989c3a737cfd,54.62,Pending,2024-06-18 04:25:55.506639
cbad08cf-e037-49b7-866c-c34acf8ccd96,7364db1b-0e5b-4095-98c0-73c0c7b90ea5,02160d1c-aaf6-480c-9a75-2d85f72ee30d,98.3,Delivered,2024-04-07 11:46:28.553633
d85cd139-146c-45f9-9eba-53f4d4aef1f2,cc3ef256-d13a-4a21-b0d0-93dd6021a017,75d0d7b3-2735-42a1-a70d-27ff9a75b9c5,22.73,Pending,2024-02-12 07:10:20.782710
588e3991-6467-453c-9f88-accf453bc912,9eec0941-3dff-435f-b75c-e5aaa2d38de3,7b6e6e77-e168-45b4-98a9-35df4c6cf3b1,50.29,Delivered,2024-01-18 10:47:43.172612
17d20321-2171-442b-8387-bc070adfc787,adf60e32-4733-4d9a-8c60-155f7646fca7,57820e03-7cd2-4846-a534-46138e970402,62.02,Pending,2024-05-08 05:23:31.287452
c2d3aba0-b037-4d67-b425-d02b485b0645,6808b582-b59f-459f-8163-690b36d861e5,11e631a0-7cfa-48d9-8d99-b1ee061ea9c1,52.16,Pending,2024-05-20 18:03:25.025872
d8fae5e6-a836-446a-93c2-0bc4751f4f2c,84baf4f1-00a9-4006-a983-9097c81501f7,1914cea0-2891-4e60-b4ce-0cdf6d344b90,57.98,Delivered,2024-01-07 05:25:50.320157
46cb259e-5d0a-4efc-aec2-57786fd57d22,79bc188b-8d24-4d7c-bac2-368927ce06c1,038905fb-48b6-4bcb-a4b4-52d6d32d8f21,85.78,Pending,2024-01-29 18:20:33.371466
cdb3042e-cc60-4e64-94dd-ddfb1689571a,79a434f8-20e1-4f5c-b5fe-bca5d5d296cc,699374a8-b6c9-4fab-b8cb-31cf26b7aa2d,32.65,Shipped,2024-01-27 20:04:11.667290
6e48f282-9ba9-44d1-a6d2-e243f6f6299b,0576744c-773a-4eba-91b9-f074b2fdf240,eb431c70-7cc0-4be5-92b4-f0f229d68f47,22.99,Pending,2024-05-06 17:45:50.151643
6aba2868-b079-49f3-847b-e1e6e128e97b,47639ff6-9be1-4fc6-8330-e418e708c21c,11f1dcd3-a4ab-440f-9138-1d2a2a41b3fe,40.13,Pending,2024-04-30 23:40:09.621912
097fad69-3f7d-44f0-b5af-6516956b5804,d1df9132-0adf-4556-af3f-384e30212326,962bf470-2c0f-433e-abb3-8e6c3c9ef22c,72.61,Delivered,2024-03-24 20:44:23.847024
abb31499-5f45-402f-be14-defda69f2330,f51e3ac6-09af-461d-a244-c5ca04f605f5,9b62f482-0ca3-49b9-b0b1-128811d776fd,91.18,Delivered,2024-04-03 02:49:55.698940
326c43ac-d3b2-47b7-8101-13e33568bc24,7830ff7b-4de9-436c-8d59-8ccf01884c82,f8366f6b-ecf1-4e75-935d-ab91137c2933,20.02,Shipped,2024-03-29 03:39:22.352928
78f50c5b-1a9e-4a97-9e9d-24abc12960ca,d0641e2b-5bad-400e-89cc-1784477d474d,e9acb0a0-321c-43fa-8e88-0988212e92c2,12.23,Pending,2024-06-01 21:16:43.561272
9abb5bbe-4e06-4a72-a4fb-4274144f16e7,d2e3fd1d-a863-4931-a331-4ab7ef5a63f8,2e61187a-d637-4fe4-a7f7-16ec9aa9defa,35.72,Pending,2024-02-07 21:34:50.567168
a2bbf41c-614f-4203-b4b2-b1cc222e08b9,f072fe08-2e35-435d-a53a-57211ad6eb78,af93566c-ecbb-4190-87bf-20dc5e3d7225,81.58,Shipped,2024-06-16 15:52:40.088099
003e8a43-82c3-4ed9-a925-f2013c4b58fa,ae2791db-daa8-4a62-ba66-c6479f922814,0bd7d218-da7f-4577-9652-1878aca985c5,67.25,Delivered,2024-02-27 08:26:27.254317
68988531-ca6e-4023-a316-b96accf67633,3a4f069a-4458-425a-a785-f3b580192469,d6e4f3bc-af79-4740-a4af-0cb68fa0cb5c,83.49,Pending,2024-03-22 09:41:23.944272
032d1ea4-e452-4c54-a9f8-8d064491c33a,61841832-f712-42da-8368-6a7c4e242763,0315b5a4-1869-4bfa-b125-75474da81d10,31.85,Delivered,2024-02-26 02:43:47.199292
bb1bd348-6f19-44b9-bb48-eb3df449fb99,92bf2ecd-3d91-42f8-b450-302e9a89b22f,9ff2250b-0845-41a1-9ee4-b2bbf5cc50bb,44.87,Delivered,2024-05-16 14:17:31.794776
1105b1a2-bb89-4ac7-b1fb-9e85934eb5bd,bb4a9555-1ad4-490c-a64a-443bd7d19a6f,01e38968-bb27-4882-b32d-0154b30777a9,40.89,Delivered,2024-06-16 09:32:36.974376
8ea1c9d0-275c-416d-9a0d-747449b54748,55b215a1-e817-4fe5-9d9b-366b6a609a8e,a157cbeb-38e3-4f18-8fc3-7108318adad4,97.96,Pending,2024-04-10 04:27:35.942709
86fabe7b-d0f5-450e-bcac-9533569316aa,a8665e1b-b23d-473c-aea1-f46dee2a63f1,84ae1bbb-c163-4c59-8298-35d1edf0988e,72.25,Pending,2024-02-27 19:36:08.607469
407d5513-fcca-4a41-85aa-cba70cc6431b,ecf88a08-d58b-42b0-9862-818b0b13add8,f37fe877-c9fc-4fea-a31e-289718479e53,86.1,Delivered,2024-06-11 21:36:35.906771
caedbb47-c41b-405c-bf9b-82b1695ce87f,01c88a63-a876-47fc-a466-3b6a935d9150,cf8d4b15-0790-4f32-9c03-3ea95b58e022,86.03,Pending,2024-01-03 13:54:56.494526
6810607e-9cd9-4fce-982d-99656f1a1884,19359c88-1e76-416c-a89b-569c913bea91,19f80786-661b-491e-9d4d-c106a4df7b0e,73.96,Pending,2024-06-07 19:56:25.475355
acc55cfd-6246-4bbe-ad6e-28834502b02e,7a94321b-ac61-473e-aa29-59f9969ce179,c9e4944a-31d9-42e5-8154-2cde9787b837,20.78,Pending,2024-04-11 02:37:04.061615
44e61335-01fa-4ddf-9e6e-9e63ff3696dc,5f69b93e-0637-405b-b8f5-5cb29ec94b57,ae5a4215-f191-45fc-a7eb-e3e0ddbf04f1,97.97,Pending,2024-03-06 03:36:57.793922
0abb68af-4450-43ea-bc63-070b3413f535,9b6b81e9-aa49-4877-b252-de45bbff4405,7056ff55-ab4b-419d-af90-d26a0e6a44fc,97.14,Pending,2024-01-01 18:36:52.779433
c2789b33-a112-45fe-a8d6-b8b8cda21ed7,c98cbffa-4918-4175-88a7-c8ca6824946d,5a44ad37-6b1f-4d1a-b0b2-96dc858ed1bd,81.44,Shipped,2024-02-11 01:32:35.733082
2789d3b7-ef12-4a84-8bf3-3f78f359e857,4fad42a7-d6fe-46a0-adb8-5b754973a992,061a13d9-a2f5-437f-b88b-2a3df4c2a8c5,4.48,Shipped,2024-05-09 20:26:48.581363
dd459e85-1a40-40cd-9c44-f9d0fa29d72b,79bc188b-8d24-4d7c-bac2-368927ce06c1,4d836be4-6444-4be5-930b-36d704046c55,69.23,Pending,2024-05-04 02:53:24.462632
62268825-f551-4008-894a-21835321e4fa,f5185220-d672-49f5-8682-77b46d9efd6a,bfec10ba-89b0-41c1-9be0-7bb8071571ea,99.82,Pending,2024-02-22 06:09:47.514114
e6e9f43d-1e44-4fdf-abe1-8ef2aa556507,241a0a17-9583-4863-998d-a93b484c7833,e1b5b671-e365-4623-8268-357acae26afe,92.64,Pending,2024-05-23 09:38:23.698718
bc78442a-2840-4b98-b9bf-d01d221bbe47,3b6a5cc6-9467-4bf2-b0e9-5f894c309b6c,aa4c5aa2-fc05-4191-bc55-57f06ed44b26,64.29,Shipped,2024-03-21 11:55:09.488496
416dd46b-f4af-443c-8e21-8b6f6ebbbf51,d49152ac-17c0-46da-ac73-e72b889c1125,a4f06e08-7981-45e4-b3f8-d5804fcc24ac,73.0,Shipped,2024-05-22 00:56:10.933064
6b906004-608b-4633-a67a-6c4e706b11c7,c94e1632-b548-4372-a16e-8f0262dc5817,fd35c305-5d92-45cf-8099-9d41261b0391,12.16,Delivered,2024-04-09 03:25:44.042084
97d0cfbd-df17-4857-b897-aeaa8d2417e5,d072a081-bf8e-4d52-bea5-2eab3c2df92b,363657a5-9bca-4861-a089-15dbd9030dcb,10.94,Shipped,2024-05-23 19:49:50.504797
04022c6c-9d92-4c39-b522-e28b53695c66,1061da52-f8dc-4909-b594-501cf28d225d,7aec1013-0bf7-4131-9d17-042802ef6fd1,73.71,Pending,2024-01-22 23:49:36.920793
53f225ed-1fd8-4f6f-8f99-cd09d7267d23,54f7e200-8535-458d-a9c9-a11d1f2c2124,36bbdc1c-4b53-459d-933a-14ed72864a7b,52.84,Delivered,2024-02-03 02:46:59.633272
79801442-900a-4681-a2b7-e5d3c28bab93,d1df9132-0adf-4556-af3f-384e30212326,67f369c9-3d28-42aa-b8a2-8116b9897d33,74.71,Delivered,2024-05-03 09:45:15.798073
05c1bac5-6860-4276-8505-1b7ea74a594c,1379ab09-1824-4206-899a-46fd269f121f,a574c859-76aa-40d5-a174-70543d90af21,30.87,Shipped,2024-02-21 13:16:27.129338
eaeb25b2-4a20-457f-ae10-74ae0859b88a,23cca4c4-9347-498b-b5ff-3ec8bc06900d,4c5323fd-aa8b-43ca-bc70-6f7a90f262be,75.56,Delivered,2024-06-08 07:08:03.546021
30a1637d-65bd-4cfd-9248-4b84dfe2cf71,4a0e8810-63f6-4ffe-935d-10b0069ad1f2,9aa4c94c-21fe-4513-80fb-3a804498f00e,64.22,Shipped,2024-03-01 19:28:22.037202
4c95aab2-5162-4592-ac73-13269cc666b3,131de88b-5a3a-42ed-8621-bd2ebb5184a5,68ea7a92-a819-4687-8ab2-78ab4fa1d653,21.96,Shipped,2024-02-10 15:00:24.178388
77578449-b9de-4e66-9273-f0facba4257f,cc93b0bb-0d74-4512-8ad1-e4530dc90a76,fa3f7216-8e19-4246-923e-8dc365e928c8,92.14,Pending,2024-01-07 18:15:03.479533
c498aaf7-8e98-4331-a74c-db9bc9672112,31a43570-5199-4955-91a7-e83565f31955,dba995f5-c249-412c-b1c3-73197cda1635,32.43,Delivered,2024-05-01 20:17:24.148194
27f72dc1-b267-49a9-98f3-5934d56de271,308217b8-63d1-4b91-89dc-20e71245d4ed,dd9a1016-b858-4245-a173-dc99ea0f6378,92.21,Delivered,2024-06-19 12:03:06.350631
1c8fc553-22fe-43b2-9de0-45ebe58756c8,8773de75-6547-409f-b961-277c1c0a5a04,d8b9f16a-7529-4ed8-a808-c4186ca734e5,77.55,Delivered,2024-05-22 19:02:12.771480
80005efb-8ec9-41b4-a93b-c614e5fb4d54,e2e1a48c-fedc-4d6a-aed6-eee0d74bef5d,0724a96b-d129-4887-aca9-a3385a2ac6cb,14.94,Delivered,2024-04-06 09:40:59.485555
98bec39b-9881-469b-bab8-50e6bf2fa465,f0b4c8b6-1c60-4b18-8c3f-05802c7e6d9a,2611358a-6a79-4082-ad05-9382b93a3a61,27.3,Delivered,2024-06-02 04:52:27.239158
83f0da8f-6ab4-4486-a7cd-b5c63b398701,4bd127f9-da0d-429e-ab0d-9956b94dbc28,be19c519-553c-4bc7-971f-fa7ae20bb1b1,59.93,Delivered,2024-06-23 19:48:15.790670
54b685d4-45a5-4381-82d2-f7fedb5c545c,d0d1e0e8-d90c-48a3-b020-e2f314cbbb4e,970d600b-383e-4bea-b3e2-fa0a19c19e39,32.75,Shipped,2024-01-01 21:54:33.728192
1653f809-6977-4629-9394-620147a6bf5c,6aeaa3b8-a542-4bbb-8509-e7bb026c77c6,e12e087e-8151-4603-9577-083239fb668e,42.49,Shipped,2024-02-12 04:15:05.989441
07750cad-47d5-4c8b-b108-7633e5d65b4d,6f66ea4b-6b91-43a9-b070-0391af094436,5acc765b-2c7d-436e-b755-27f5187d0e3b,78.92,Pending,2024-01-28 16:26:48.554325
