supplier_id,name,phone,location,status,category
16074104-fd09-4412-b3ce-3e97ca034704,"Campbell, Wilson and Lopez",(968)611-8772x91415,Richardtown,InActive,over
66510586-7141-467e-ba18-42bdb1f199bb,Santos-Wood,864-297-2251x30364,Goodmanside,Active,pick
0b925e84-2d7b-487b-aa7b-8dc68f7751d8,Wilson Group,828.933.0736x444,Sabrinamouth,InActive,data
a85560b4-4b23-47a8-85aa-17f8a6ab8e2a,Patrick-Rice,+1-725-952-2799x59898,Hollandchester,InActive,senior
3843fcda-20f4-4fd1-b545-612e583979bc,"Ruiz, Colon and King",253-805-3945,Port Barbara,Active,position
ca0d00ac-aaed-4613-a69f-83786978601a,Johnson PLC,775.877.3070,Jeremystad,InActive,human
0d9bdf35-1634-4b7e-97bb-44f5afb59541,Faulkner-Greene,770-769-3133x45026,Steeleton,Active,front
f8f51b38-c07a-4cf7-819f-952e6b6d113a,Warren Group,+1-206-285-6660,Smithtown,Blacklisted,have
9f52f0c9-da30-4645-ab01-8f36464cb04e,Mendez and Sons,610.305.5185,Port Russellstad,Active,participant
492e6951-39c3-47a6-9fa9-e1057767f607,Allen-Hunt,(539)480-2713x818,New Michaelchester,Blacklisted,toward
a90bced8-839a-4cea-9bca-92bdfa422b15,Munoz Inc,001-370-216-8860x94324,Jenniferchester,Blacklisted,house
dd88483b-8584-476a-badd-c49c8aef3178,"Garza, Carrillo and Mcbride",+1-375-302-9564x9468,North Johnnyport,Active,or
3b44310b-a457-43bb-acfd-fe6492de34d5,"White, Robinson and Patel",(508)912-6615,Port Shannon,Active,marriage
805ae93f-9bab-473d-ba77-cd73d6abe168,Shannon-Schmidt,(995)557-5154x09289,East Joefurt,Active,win
b2b802c3-bec3-4da7-8f63-e5882cf731e3,Singh-Rodriguez,(263)781-5216x898,Port Tracyhaven,InActive,series
63f68738-09a2-49c4-8da3-9caf43919176,Gonzalez-Stewart,440-653-0793x12044,Heidistad,Blacklisted,main
cbe7e7a4-dd30-4330-acfe-96482269109a,Garcia Group,455.469.3058,Davidberg,Active,born
93e413ab-33a9-49e3-87ec-569e1f050f1e,"Key, Phillips and Ryan",+1-637-826-8313,Sergioview,Active,certain
ef02c023-fc07-4d8a-8ebe-1d48f40788d2,"Delgado, Cordova and Perez",+1-617-968-4128x98426,East Michael,InActive,away
9c264857-5a76-42c5-b19e-ddc7af02df32,Williams PLC,001-497-489-3986,Kevintown,Blacklisted,to
227a3652-4a49-4d74-9b2b-82203c563ba0,"Bauer, Wood and White",+1-540-570-8109x9999,Lake Annette,Blacklisted,worry
153f4105-457c-41e8-9d66-536e23db1631,Jenkins-Boyd,751.596.6312x34248,West Michaelview,InActive,charge
be9945d0-9392-45ef-a4d4-28beb2f70dfb,Rowe and Sons,364.204.7437x4161,Port Phyllisburgh,InActive,threat
d50cb646-50de-4af1-9f91-36fcc1a42989,Vance-Guzman,386-879-4483x283,South Dustinborough,Active,let
a55bcf43-2bc9-49cf-9d46-59415646040f,Ford-White,(731)789-3609x67758,North Crystal,Active,baby
4c89ca89-e63d-4c5e-a8b5-6d16b80c3214,Jackson and Sons,225-868-1222x4834,Alexandriahaven,InActive,none
9dd98a58-23db-4f3e-918a-9f9c5e53fa06,Jones-Dawson,+1-570-690-3134x4671,Carolinehaven,Active,practice
0182947e-402e-4794-b7b4-17754df683dc,Tyler PLC,(229)917-5042x52260,New Carlabury,InActive,effort
9fc9b195-634b-40aa-979e-07a7ed8a53bd,Strickland-Ayers,(432)582-4480,Fosterville,InActive,especially
328e7ba3-e69d-4f73-b9dc-e29caaf0df3c,Frank-Webb,001-402-856-6563x3084,North Andreafort,InActive,themselves
871e69c1-d975-41d0-a400-d62971525484,Collins PLC,(819)529-7079x982,North Paul,InActive,hundred
a75dc49d-9d28-40e2-9659-f9d8b6eb5ae2,Leonard Inc,+1-745-500-8286,North Charles,InActive,memory
722e5c70-e2e0-4d8b-bfaf-f2a5c0818dc4,King Inc,839-949-2641,Port Melissa,Active,energy
f97504d2-3ffe-4763-b856-aa274b477293,Martin LLC,+1-725-594-3915x1330,West Barbarafurt,InActive,less
a05245a2-df86-4749-990a-a964758e8c30,Paul-Nguyen,9109168006,Lambertfort,Active,suddenly
fdb83c84-cab0-44ac-aa15-61a633ea2e1f,Owens Inc,699.634.2919,West Joseph,InActive,research
13ccc02c-b49d-4e48-8cd1-73b07adf39ff,Duffy Inc,001-732-231-6615x613,East Thomas,Active,on
fca8ccdb-b999-4a6e-b490-f02bb8633211,Cooper-Stone,+1-442-309-9316x959,Stephaniebury,Active,have
5d5e4dcc-e26f-41a6-bb99-2dabd181537a,Bell LLC,8907639321,Lake Antoniobury,Active,site
885beff3-77e6-437b-99db-37064ed14212,Harris Group,(762)866-1432x691,New Josephchester,Blacklisted,election
b2d9b680-02a5-4ee5-a24c-ee714156575f,"Perez, Myers and Cantrell",865-946-4955x2070,Westhaven,Blacklisted,per
f2ac8839-e433-4883-b311-7f59a276bfba,Allen Inc,001-580-450-5711x983,Port Meghan,Active,nice
52fe1832-8d9f-4e1d-b637-6df3b94cf27c,"Molina, Ray and Goodwin",001-294-549-3935x3796,Daniellefort,Active,air
d546b5ba-8657-406d-80e9-90219d6cf4ef,Smith-Fischer,492-939-7119x639,Rangelberg,Active,peace
43db3fd0-d301-44a5-af85-5f2c6b50b04d,Stein and Sons,896.418.0094x82557,South Carol,Active,kind
1ddfcc5d-bb48-454b-9ac7-a09f663a8aaa,"Miller, Moore and Collins",788-470-6774x18508,North Benjamin,Active,none
fb0cf791-1dae-4b29-a55a-a91ae328b5bc,Flores-Hill,+1-225-697-7618x8302,Perezland,Blacklisted,exactly
3abf1969-87f6-4d67-8a00-2f1b2a65aab0,"Guerrero, Ochoa and Smith",(890)632-3036,Meganstad,Active,far
4ab7c3bc-196d-452f-a80e-957b868c0555,Alvarado-Wolf,(329)548-0243x41769,New Dannyfort,Blacklisted,eight
d0965355-eee5-44a6-b006-48deb99de9a7,Trujillo-Nixon,+1-646-230-1769x7848,Port Andrewburgh,Blacklisted,trouble
9b7227a0-9b60-4920-a592-5b5ab47d6851,"Ramirez, Humphrey and Stark",531-818-2673x75479,Gonzalesstad,InActive,most
02b792c4-9890-4cd9-b56b-b8057750644b,"Flores, Campos and Jackson",(812)421-3082,Shawnhaven,Blacklisted,leader
465b5a0e-b298-41b9-a8f2-bd92f80b73a7,"Lawson, Brown and Taylor",(913)701-9695,Lake Megan,InActive,race
d6c74fe4-f2d0-4307-9683-383878fdb5bf,Thomas Inc,542-370-7381,East Sarah,InActive,despite
2004d50c-047f-4b83-89ff-c5ab5a49260b,"Turner, Newman and Rodriguez",001-650-863-5785x75794,Robbinsville,Active,accept
9b69b095-025d-48ea-b8e4-f1e931bd7d4a,Hughes and Sons,+1-443-778-4339x73276,Pricestad,Active,artist
25997ffc-2df7-46b7-b13f-97abe3a6672b,Hernandez Inc,850-693-9439,Jessicaview,InActive,window
03b5d69b-6c09-4393-9158-bdf7a7c975dc,"King, Stanley and Scott",(439)867-1230x987,Hernandezmouth,InActive,benefit
a3b41799-144e-4964-9f46-8e80ecb6203e,Lozano Group,(247)933-4496,East Kelly,Active,fish
0e37fe53-7647-4441-b13b-bf688259a0ab,"Gibbs, Hunter and Salinas",(997)578-6998,Snowmouth,Blacklisted,later
f2dff993-79fa-49c6-a4a6-da4643e94ea7,"Thompson, Griffin and Lopez",(402)875-4228x719,Port Laura,Active,when
ac968665-d7be-42e5-879b-9eb1b12bf163,Osborn-Walters,999-313-0976x91721,Jennifertown,Active,develop
ec5a53dd-e825-45b7-910f-173eb259267e,Perez-Powers,+1-507-746-0843x6737,East Sarah,Active,now
beb3dfff-6270-41c2-91fa-b8f16696ee80,Murray-Owens,986.230.2842,Kelleytown,InActive,yet
5b450769-cb51-48a5-8cd9-29c84a6f2716,Robinson-Fowler,+1-976-278-7253,Lake Karenfurt,InActive,language
f03dd313-129e-420d-b2b2-b3e0c6f4734c,Lawrence-White,893-480-2820x127,Russellberg,Active,white
eef6f328-99e1-4a6d-b109-3dde422e81a6,Schultz Inc,844-573-9084x86822,West Michaelmouth,InActive,there
d1d33f65-f70f-4dd9-bb76-4c752fd81e74,Haney-Harrington,001-339-688-5515x60398,Hollyfurt,InActive,into
01e0603a-ac9c-49d8-ac92-b48d9e2b8ffa,"Lopez, Hendrix and Smith",511.854.8546,Scottport,Active,another
b6b4cc23-f191-4fc0-ba99-1813f31e5bd4,Cochran and Sons,650.339.5229x128,Gregoryburgh,Active,require
0ab1cf0a-5515-4125-9a1d-dae6c00c243e,"Jones, Beltran and Williamson",(873)383-5492x38170,South Samuelshire,Blacklisted,receive
2a674299-d637-4eee-8e84-ac2cb98cf66e,Brown-Garcia,855.990.2170x33524,New Christina,Blacklisted,stage
59d36590-6687-4424-9c32-a18a07844f61,Glass Ltd,671.838.0520x632,Melanieville,Active,information
257f297f-1c44-47d3-b51f-2d020db0c2d0,"Martin, White and Rogers",934-236-0448x23179,Lake Davidview,InActive,of
11193e73-9c78-4592-92ee-9189cd1aa711,"Reyes, Henderson and Brown",7576121845,South Dawn,InActive,grow
b4821b9b-d793-435c-b187-2ced8cade4ea,"Chavez, Moore and Norton",549-604-6867,Davisshire,Blacklisted,mention
61fc5dc3-2f3c-4c05-b009-ca2a25f79afd,Cox-Moore,+1-583-979-7501x37716,Palmerport,Blacklisted,hotel
59fdcf7e-3682-4340-a73d-71b9226d45dc,"Simon, Shelton and Brandt",+1-633-731-7240x711,Adamsshire,InActive,rise
5836837b-0478-456a-aa48-c909ad15df98,"Mccall, Contreras and Burke",+1-279-910-1878x316,East Kenneth,Active,anyone
79252a9d-a785-44fd-ab86-a56697611baa,Ellis-Daniels,2577039358,West Jackstad,InActive,so
ba2989dd-e064-4a1f-bdc0-9e4ad691375a,Hanson and Sons,337.917.8363,Port Ann,Blacklisted,employee
1f3ba29c-578b-4ef4-875a-ef46c2f8d9c9,Cooper Inc,(348)336-1136x70085,Patriciaport,Blacklisted,property
cbd5402d-1491-46bf-9f7e-db7db3043d44,White-Baker,(888)659-0046x2164,East Alyssastad,Active,stay
d378dd59-c3cb-457d-a9e2-db47e32c40d3,Avery-Warren,274.471.3156,South Christopherview,Active,consumer
3ba7f267-7b01-4fd5-99e1-56f244f038ff,"Boyd, Jacobs and Wilkerson",317.502.6055x803,Kevinmouth,Active,color
c5c9ee7c-e1b2-4333-b41a-3e87a4a8df5c,"Walker, Bennett and Griffith",(495)394-2394x5514,North Gregoryfurt,Blacklisted,likely
f407f2f1-b12d-4fb5-ba64-7d9e381b172d,"Oneill, Mason and Smith",(930)585-9508x94807,Port Gail,Blacklisted,fast
a098fb51-1876-4f61-84c1-7863ab09dd64,Garcia Inc,893-530-6628,Coopermouth,InActive,test
7eeb64df-fdba-492a-88c6-5e7ce51e85f8,"Michael, Gonzalez and Carr",360-940-2925x474,Port Ginaside,Blacklisted,south
d1369764-bd93-4c42-b390-3f78fd3a7166,Little-Miller,614-232-2240x144,South Ryan,Blacklisted,political
f9571fe9-59cf-464e-bc02-82eab69779b1,"Moyer, Hill and Lynch",371-549-6026x4738,South Kristen,Active,sit
8dfe3e29-9cd3-4fbf-b8e2-84750d34d7d5,Cook-Taylor,001-504-734-9091x5495,Evansmouth,InActive,throughout
2f38b514-1067-42ad-b084-f44835536bb4,Williams-Wells,847-395-0743,New Robinbury,InActive,seem
2a1d1197-5df4-4138-8321-aa4150ef2fbd,Smith Inc,431-772-9257,Coleburgh,Active,bed
c9a89c46-4f89-4cc4-a804-be28738fc04b,"Golden, Miranda and Mason",(781)501-4373x62202,Darleneberg,Active,generation
80764eec-b3a5-4a18-951d-128155877c30,Cross-Smith,414-376-9829,Pottsfort,InActive,party
d5e464fb-d20d-4b8e-9929-8dae3468e16a,Aguilar-Carter,+1-500-250-6861x351,Rossburgh,InActive,necessary
181a39eb-3f6b-4438-a453-c5d2b35f9bbf,Chavez Ltd,793.531.8844,Port Kristine,Active,outside
0a81db8e-3eb2-4dfd-91a2-1657707641f7,Thomas-Barnett,(267)752-8431x9816,Tylerborough,Blacklisted,change
2f89662a-f0ba-4ac6-8b50-68d2396290cd,"Spencer, Shaw and Reynolds",(310)547-6248,Jerometon,Active,save
007aea1b-c1c7-4261-b66c-3eda016d1215,Boyd Group,001-813-261-4206x426,North David,InActive,live
bf080581-15dc-42d9-b233-f4e22116dd90,"Garza, Moreno and Ballard",604.675.0951,Stoutland,InActive,player
242154ae-c586-4010-8927-74a6a8a852a9,Cunningham-Hall,794-385-8649,Bakerberg,Active,choice
5c922688-8c72-4458-959e-fa6988cb45f0,"Owens, Arroyo and Rodgers",397.567.8727x131,East Christopher,Blacklisted,figure
76b3a4f3-5707-40ee-a158-f09eceef4873,Jordan PLC,(622)781-1740x71421,Cortezhaven,Blacklisted,economy
39708d9c-1009-4eb1-a85f-0224e5438da4,Alvarez Ltd,850-228-7603x865,Robertshire,Active,program
6e2341ad-82cf-4a4b-a7fb-2c2467f127b5,Walters Group,(757)686-7634x903,Heatherstad,Active,return
813fdb8e-921a-4a0f-bbf4-62ae2c1c0cef,Stephens Ltd,+1-539-265-3920x5918,Lisahaven,Active,trial
0fce9ee4-1ecc-4de6-b68c-796d6409df67,Powell Group,822.305.4674,Dustinfurt,InActive,war
708db607-a7c1-4423-b228-7bbb6f90b737,Arroyo-Kelly,001-577-973-6337x3860,Andersonberg,InActive,employee
d16ec7f4-3749-4182-8060-0e43209f9475,"Caldwell, Gutierrez and Chapman",730-844-2348,South Kaylaside,Active,know
e62baeec-226c-4d64-aeaa-62399ee16fe7,"Green, Ferguson and Silva",(558)759-2783x87388,Lake Douglasview,Blacklisted,cup
f66ea756-ba00-4caf-81c8-db81db4223fd,Anderson-Gonzalez,001-599-571-7206x556,New Scottstad,Active,half
f40ff2a5-74a7-4fb5-85d3-12e4a5df3319,"Cordova, Villanueva and Torres",001-904-986-0135x0184,Anneside,InActive,impact
1c2c07fc-1551-4738-8359-d3fe59a9fdb1,Miller and Sons,3157550263,New Cynthiahaven,Active,story
ef9b17f0-576e-452d-ae6d-876158ea2ede,Young-Wood,942.479.5495x254,Port Elaine,Blacklisted,whose
bbc69a8c-8bd3-434f-9411-3c1324dacccf,"Ramos, Smith and Douglas",+1-322-376-5092x7856,South Kristinborough,Blacklisted,choose
3a8c6b67-edd1-4861-bb22-842d61ffec74,Lopez-Reyes,9839604567,Abigailbury,Active,everybody
d5944920-807b-4941-96b1-f51335294464,Jones and Sons,001-526-441-2388x1168,Wyattland,Blacklisted,consumer
4a81dafe-d761-4229-b755-1f146f071ac8,Nguyen-White,701.463.1158x49616,Fischerstad,Blacklisted,then
c070db7a-03ac-4cfb-8e11-418f2eb1b7b0,Johnson-Cordova,623.313.2522x16515,Hollowayville,Active,because
08514b62-e7ed-49b0-96b5-c45d57b0299e,Levine LLC,278-349-2521x2656,East Julie,Active,crime
6a962bdc-88ab-4a45-82ff-92009f69e5cb,"Dyer, Robinson and Reese",267-823-5492x527,Port Russell,Active,shake
e60283cf-0ea5-490b-9488-74c28fec91fa,"Powell, Bennett and Garcia",001-635-587-1223x8344,North Joannaborough,InActive,southern
d1dac2b7-5cfc-410e-aeb9-e3697605d71b,"Brown, Boone and Daniels",(626)938-3147x5229,New Travis,Blacklisted,new
f07d26a6-030e-4bf1-aa49-c538a5a25827,Griffin-Wang,(985)633-4185,Port Matthew,InActive,middle
c258dab8-ff56-4751-96d9-ca7db3b24899,Miller PLC,942-799-1628x779,Jamesport,InActive,these
cc04e33f-c66b-4c17-995b-e48ab37ec58b,Scott Group,848-886-9692x929,New Carrieburgh,Active,structure
812bf69c-ed51-48c9-8289-444410aeae95,"Smith, Austin and Jones",308-598-3459,Smithton,Blacklisted,success
af81047c-7e23-4883-abf6-4dc54d5e96a9,"Huber, Rodriguez and Gould",918-889-4759,Lake Maryfurt,Blacklisted,old
1362f42f-4bfb-43dc-a277-1c0f2ebe2172,"Lopez, Morrow and Day",001-667-728-8348x750,West Jenniferfort,InActive,energy
ad38e572-ef6c-48b3-b528-3881207d683c,"Allen, Whitney and Gordon",(460)547-2598x07815,Josephstad,Active,tend
31f21f46-d046-4365-b9de-42e4f9d1a6dd,Sparks Inc,+1-785-458-5617x718,North Emilyberg,Blacklisted,forget
f342be49-523f-48b6-b969-115946d1d884,"Nelson, Wright and Ramirez",465.412.7408,East Bruceton,Blacklisted,less
db6fbda9-6504-480b-a118-55b9f3034c7d,"Lawrence, Freeman and Robinson",+1-289-448-8793,East Sarah,Active,daughter
35b01b6c-c730-4ba0-ac2f-4588144b17a6,Dennis-Ramirez,645.791.2360x335,Woodchester,Active,indicate
edfdea12-68ca-4937-b753-b8a294f1ce17,Thomas PLC,874-684-7471x37752,West Jeremyside,InActive,culture
bda735a0-6c1b-4ae7-870f-4d92132f98cc,Stein-Adams,724-831-9559x9164,New Frank,InActive,station
f06add34-fbe9-49da-9a98-ae4c94a6d5fb,Welch-Richard,266.204.0028,East Dustin,InActive,response
3e037539-a096-4192-9d39-66bad8f866eb,Heath LLC,342-793-0025,Sarahbury,InActive,defense
6f4a07a1-9459-48ea-89c4-d6b00035c0fc,"Alexander, Day and Ortiz",+1-238-923-2220x763,Port Jennifermouth,Blacklisted,far
507dd689-3550-4e7c-8fbe-7072751bea18,"Roth, Holden and Smith",+1-898-492-8360x6804,Martinezborough,Blacklisted,thing
25346229-ade3-438f-b4c1-a6468e7bc0cc,"Frazier, Perez and Wu",+1-604-435-1565x71572,Taylorhaven,Blacklisted,pull
e76039e5-071b-4709-a019-0053b7664557,Smith and Sons,233-886-2472,East Codychester,InActive,rich
6b48a6f6-dcd6-4f53-b199-009632c650c8,"Gibson, Young and Cuevas",(995)497-0967,Scotthaven,Blacklisted,last
1a546f24-5f2c-4ac9-8dac-923272248805,"Fuentes, Davis and Mcneil",001-798-289-6090,Suttonton,Blacklisted,analysis
9291af72-3a03-460c-a959-a14cb9bd48ec,Johnson Group,492.352.8701x158,Shanemouth,Active,camera
7258741a-6772-4bf7-bf7e-b3f52f0289ee,Johnson Inc,853.743.3206x2024,South Eric,Blacklisted,interest
dbd60a38-5d15-44bc-8ad7-560ddcf83ea7,Chase Inc,415.322.3293x958,Cookview,Active,economic
1537262d-22ec-4cae-a151-d0d72cb56ff1,Quinn-Parker,631.361.0868x800,East Suzanne,Active,list
9652dcae-57f6-4eac-be87-651f8e3adb6b,Bryant-Perez,7352266533,Arnoldmouth,InActive,only
1cfbe7f6-3ac8-416a-bd10-a6660f270a12,Turner-Carlson,(354)902-2175x2576,South Richardmouth,Active,heart
e50a2c7f-dcd9-4d46-8c6e-921e407df4a6,"Ponce, Patterson and Miller",001-512-409-8213x980,Lake Kellyland,Blacklisted,hard
adf3a49c-800a-48c4-98bd-ae7f2066d07e,"Wilkinson, Marshall and Schmidt",2389552301,Juliemouth,InActive,investment
ff7cfc2e-76e3-41c0-823b-03e170fa871b,Shelton Ltd,001-206-995-5410x40380,Johnsonmouth,InActive,election
9906c935-7f96-4b21-93bc-92e951d1f13f,"Rodriguez, Williams and Moore",(557)415-9101x74747,Michaelmouth,Active,soon
c0814f32-d18d-4037-8ff3-b2729e09b19e,Jones-Terrell,8774628267,Simpsonton,InActive,ability
a0c8cc7b-ebe8-421d-848e-172441d67b36,Blevins-Jones,+1-372-275-0669x463,Hillbury,Blacklisted,fly
3031f93c-6c9d-4fd4-9409-aa3fa2e6d474,Beltran-Wade,753-249-8105x4670,North Monique,Blacklisted,entire
3108ebb2-e560-4447-9223-0e6295bb557f,"Barnes, Knapp and Lopez",588-248-2580x230,Stephenview,InActive,position
ad192ce0-ca57-433a-9147-4e7a328a44e7,Strickland-Chavez,324-530-4101x748,Lake Natalie,InActive,cell
ccd52c1c-01c7-4181-81cd-4e07fd34e671,"Green, Conway and Smith",001-517-584-7598x53426,Josephfurt,InActive,animal
39abbaa2-cc42-42e8-be86-0f9e130bb95c,Martinez Group,6328088106,Fordmouth,InActive,former
8446f667-1e5d-4f38-89e0-83e919c614ed,Tyler-Burgess,537.872.4329,Robertview,Blacklisted,throw
e3cfc2c4-2f7e-425a-9909-8a12acb9fbc1,Watts-Hall,(775)482-0867,East Maria,Blacklisted,affect
483b8c15-cef5-4e59-baf8-484d454c38d9,Ross-Kelley,859-295-9453,Karenborough,InActive,if
54abc3a6-ffc4-4330-ac86-1b742abd78f9,"Franklin, Blair and Morgan",+1-664-493-0242x953,Kimberlymouth,Active,here
54a9e177-ea65-4113-bed4-179153fafa3e,"Jones, Neal and Chavez",(954)661-6705x54094,Aliland,InActive,among
473f4a79-d80a-4de9-8dc9-a6a0302669d6,"May, Cooper and Collins",566.750.5090,Markchester,Active,blood
28325f3b-0ef0-47fd-85f0-229731abd10c,Poole Group,001-847-569-9498x183,New Richardtown,InActive,wait
a3a4b2e0-5aad-4ab9-b82a-6939b4c3033e,Carter-Fleming,001-566-852-6839x5921,Jonathonchester,Active,several
2af55567-80e2-487e-8fda-3d9320077753,Williams Ltd,453.958.7123,South Madisonmouth,InActive,throughout
e9a5dd1a-b68d-485f-86a3-e71d376519c4,"Mcdonald, Shaw and Alvarez",808-503-1161,West Charlesville,InActive,measure
f63921f3-02d7-41f1-85d5-628c886b6d7b,Murphy-Simmons,454.725.2835x49971,Gavinstad,Active,point
313827eb-e119-4991-b114-ef0464fbe104,Baker-Nicholson,788.885.0313x65324,Port Anthony,Blacklisted,course
0be3eabf-0c38-48ce-baab-8d0a100cbe4e,"Clements, Carpenter and Nguyen",+1-676-395-7967,Port Heathertown,Active,its
050488ad-b32a-4ea6-a946-19c352b883fe,Gonzalez-Pratt,+1-593-566-3401x7947,Port Jonathan,InActive,when
d43a5bd5-56ca-493c-9739-3baf745941ef,Reyes-Heath,+1-567-360-3445x811,North Michael,InActive,white
f1048fa5-c0f9-46b2-a561-9d8b2d510d0a,Ryan and Sons,+1-984-341-0722x668,Samanthabury,InActive,walk
95d3e3cd-1752-463a-a3ee-54c4a75b08c4,Bishop and Sons,752-723-1543x978,North Jacqueline,Blacklisted,town
674fc6e8-d521-43e7-834b-ff9edc6d2594,"Carroll, Smith and Schroeder",(941)334-1001,Hullburgh,Active,current
8d11deee-bb85-42f3-bf3a-cf0a7438875d,"Murphy, Watts and Mcgrath",533-991-8251,East Amandaburgh,Blacklisted,may
5eacf5bd-9b97-458d-89b7-efb0a1b776b3,Cox Group,+1-450-364-0110,East Joe,Active,end
2759af38-d392-42a2-b84e-4c39417b6571,"Rose, Murray and Payne",001-846-938-0807,East Erin,Blacklisted,remember
f8246c0c-80cb-4293-b4fe-9622d89a8662,"Henderson, Carter and Davis",001-966-200-9305,Dicksonberg,Active,artist
b4a9b1fd-5fd4-43ad-b9a7-6652a3fafe63,"Brooks, Martinez and Orozco",264-594-3936,Gregoryborough,Active,they
73456c61-e724-4042-8503-44dcde6118a5,Moody-Moran,970-624-4728x996,Port David,Blacklisted,million
bd220a1f-157d-4936-87f2-e2bea3389b85,"Wilson, Freeman and Ware",+1-573-920-0632x8160,South Christine,Active,sound
969b8b9b-377b-4008-b60b-004f65912638,Bryan LLC,001-591-695-5709x89662,Port Elizabethshire,InActive,visit
eb20ac6a-3edb-45ef-ab1b-32d00d619798,"Swanson, Hanna and Griffin",313-316-6271,Port Andrewbury,Blacklisted,sport
c7136014-e6fb-4859-a5e7-15ccc91b3d7b,Singh Inc,+1-347-328-7893,Melissatown,Blacklisted,at
3e6f3ba7-a9cc-4637-ab02-967df0eeb5c7,"Charles, Murphy and Herman",(804)883-5103x9682,Garrettburgh,Blacklisted,southern
ab3cb810-17c3-43ad-bb63-acc3a5e62dfd,"Armstrong, Cunningham and Welch",3217635203,South Frank,Active,think
ca5b271f-18ca-4e3b-b036-9fed701d22eb,Smith Group,001-694-352-2532x727,Wagnertown,Blacklisted,result
63a2ee3a-6f82-4928-be8e-515dad33b732,Nash-Ortiz,(214)468-6973,Marymouth,Blacklisted,candidate
60dff5d6-2bc7-49f6-b710-3c777d736e22,"Harris, Gomez and Rodriguez",(250)788-7632x363,North Billy,Active,avoid
c414c52b-4b55-4914-96da-e861dad9385b,Jones PLC,493.651.3252x417,New Justin,InActive,necessary
70ff9b79-d51e-48f0-849f-4ab7c00ca5e1,"Cervantes, Little and Evans",001-730-342-9580x7111,South Christopherview,InActive,factor
9f0873db-a0bd-4ea9-94c3-7e71f79e9ccd,"Smith, Holmes and Roman",883.448.9940,Port Patty,Active,attorney
ab41f5f3-57e1-4e7e-ab82-cb9ee6b543f6,Davis Inc,(816)292-1467x7056,Fieldsberg,InActive,million
ee31fcfc-5162-4e2e-ad26-b563dcbd3097,Bauer-Branch,(395)285-1829,Reedport,Active,show
5a553a55-bbeb-45d8-b984-0a1958c26be8,"Bailey, Smith and Miller",2049527453,Loriside,InActive,voice
f6a6157d-6878-436a-bc94-e926fb1dbce5,Allen Ltd,+1-248-368-4446x52831,Deborahfort,InActive,value
a135dd81-612c-4fd2-bac1-a33e8c2c4811,Castro PLC,902-927-3924x12764,North Jeffreyberg,InActive,minute
40fb38c1-2370-4626-92bc-dae39d58ae98,"Hernandez, Bond and George",001-638-371-4816x6354,East Susanport,Blacklisted,guy
acb6c22e-e9ef-4b35-a74f-a9d6d007b9db,Taylor-Ingram,(584)976-6377x0796,Staceytown,Blacklisted,boy
e83ad130-7781-458f-ab21-707b7f85cabb,Lopez-Haney,7272005184,Wolfburgh,Blacklisted,budget
829730a7-8c96-4de7-b8f8-0e521ccb40f3,Martin Group,001-705-733-3048,West Colleen,Blacklisted,get
78984a93-3918-4e74-860e-b7ab4eea33b0,"Edwards, Velasquez and Case",001-583-708-5784x29210,Cookland,Blacklisted,unit
15a466e9-2359-490b-931d-d8260f8ac5cd,Hinton and Sons,(646)802-8641x48613,North Vincentland,Blacklisted,American
42bd75ac-a38f-47eb-9bf5-88814438b5da,"Benjamin, Kirby and Jensen",391-586-5426x02313,Port Michael,Blacklisted,research
