order_id,customer_id,status,order_timestamp,total_amount
ddee01dc-20a1-42ff-a286-7124267ad0c7,5d93bda1-c8e7-4937-8b6b-653b9e1ae2a5,Cancelled,2024-06-19 14:10:43.247796,867.43
54f7e200-8535-458d-a9c9-a11d1f2c2124,0a451f2f-a979-4625-a072-6fe7e61a6955,Pending,2024-02-29 10:47:49.480815,197.56
fd73afc6-f8a5-49a4-bf15-74a3ccb6816c,3b4fb0da-d315-4491-adbc-d6db16c7b259,Pending,2024-01-25 08:37:27.344254,514.63
7491a85c-1a46-455b-9927-a18323b71b51,5d93bda1-c8e7-4937-8b6b-653b9e1ae2a5,Pending,2024-04-03 11:31:29.710275,966.11
bcd6e0a1-980e-4f20-9ae7-e9c10fb3ba7f,9d486d8c-b502-42ad-be3c-fa3ff85c4567,Completed,2024-01-15 04:00:58.723970,558.65
5fe52dac-19fa-4478-8b99-519f20be72b5,f38546ac-6801-4441-b9de-db77b11f2256,Pending,2024-03-25 19:37:18.319015,71.23
b57314a7-2f0a-43b1-876f-33b7535b3d6a,4bcc335a-5b35-43c5-a5d8-8c00b02ddf2d,Completed,2024-02-23 09:02:20.812258,152.38
ac7937d7-f125-4e88-96c0-c5c112afa46b,a4227e54-85ef-4ae6-93c0-121c4796872d,Completed,2024-02-11 10:08:13.025162,857.27
3a87b3a8-1d97-4b95-9dd9-e13e313cd958,04fabd69-1813-4b77-bafc-6bcc02ecaed6,Completed,2024-04-05 04:42:38.836337,841.13
c21d1a0a-8c1f-4e8f-8216-8bb26278340c,b4e78c95-6a1f-40b8-bdfe-81491c8e8d84,Completed,2024-01-16 10:45:25.823200,266.78
27209bc8-004b-4876-b74b-1ed8fe53775f,ca59296d-4463-48bc-9264-2c766c936740,Cancelled,2024-03-07 06:50:06.940359,188.21
5e0f0c79-6703-4c81-a8db-5983bbe82127,576ce923-329c-4a45-b4c5-e78d069882f0,Pending,2024-04-12 01:02:12.114204,766.36
e004a8ba-d34e-4aff-8db4-8dd3d62659f4,3cc92cb4-fde6-4caa-b98c-d0221bd4eb66,Cancelled,2024-06-09 00:13:55.513569,771.0
d5a4c262-c68e-4d67-be28-0887409532ed,f38546ac-6801-4441-b9de-db77b11f2256,Cancelled,2024-01-12 15:20:32.861494,663.99
23f69774-5da8-4387-8ac4-55ce6da10b98,22fa5719-b841-4476-8c97-088b3dec8098,Pending,2024-03-06 09:14:49.147493,851.95
97243633-39fe-44b9-9ff5-b1fff52737c6,e4ab43ec-3452-4761-9ace-7b860cc38d73,Cancelled,2024-03-20 14:57:06.454648,447.86
a6bea171-5977-48dc-8d4f-63a96fb57f62,ebf124dd-6cc7-4f9b-a51f-daef9a93c59e,Cancelled,2024-06-14 05:45:11.479620,376.44
7cfffc6f-9585-4d39-8d1d-9cf87911f71c,69e35a33-09ad-40ec-81ce-b38c84730942,Pending,2024-02-28 19:14:54.608569,382.7
d072a081-bf8e-4d52-bea5-2eab3c2df92b,35880961-7929-4e48-8069-6a0942411d74,Pending,2024-06-01 21:05:13.201166,430.51
8787d002-8fab-4065-b1b7-ba0d03ddd0d2,c56fcc76-d21a-40fc-81a7-60f5195a4cb9,Cancelled,2024-06-10 04:59:57.222940,617.98
3b4b35cc-3e03-4188-9372-9da271703507,2253f683-1a8d-46af-9280-ba61453e260b,Completed,2024-05-12 13:29:18.905493,347.44
d286890a-610f-44a5-a935-9aae0fe652c7,f514b540-db0b-4f6b-beee-55c3c52e05db,Completed,2024-06-13 09:35:45.004019,88.33
c8916a26-3f6e-4518-b5f7-9a9fd2701570,dcb1bbf1-e552-45bf-8c29-dbe24d58cb71,Cancelled,2024-04-25 12:00:49.442586,254.37
06ad59be-4f04-40f6-b631-f59ae57bd193,02330f3a-f0ff-48b8-93a2-708dac55911c,Cancelled,2024-01-12 11:13:48.502697,40.31
255fcbc8-4a5e-45ce-9ba8-8614e93e3212,f347f2b2-e4f0-4d5e-a71c-cb05f9e5d290,Completed,2024-04-04 13:56:24.591285,404.25
5f45e144-c684-4777-9c73-77653124f0a9,2b051786-d947-48d8-b2cb-cd541364fa0f,Cancelled,2024-01-20 21:37:58.110064,704.77
c775b9bb-a59a-4c74-b082-a4f8f626e23d,18f6db5e-4768-456d-8266-9bd5d703d643,Pending,2024-02-29 07:58:36.002873,708.89
bde5c4eb-fae8-4183-a9d9-641a707c671b,66760573-64a6-4318-b08a-8eceb99a2289,Completed,2024-06-23 13:46:08.901403,397.92
304abf34-2870-49fe-a9cd-a967e4ccd53d,11e06751-8a1c-4a48-ad61-99368d5d65c8,Cancelled,2024-02-16 07:36:28.146466,851.41
f7e54893-b662-4e8b-8040-7597351cec35,4699b6d2-edbb-42d9-a5e7-38169865f94f,Cancelled,2024-06-18 12:26:40.607899,580.74
108ee0a9-5bea-4674-a971-c7d590157e04,8ac541bc-8afd-4dc2-ae07-d9395b6d228f,Completed,2024-01-26 11:24:58.827586,763.68
49125065-c80a-43a5-a402-2e17fc83e7dc,a48b9277-684a-4e14-9189-784c51b650ec,Completed,2024-06-12 12:38:53.639574,424.51
e29c44cb-c553-491b-985d-d9cc6ec6002b,9c80c69d-0373-427f-af55-9047e967936a,Cancelled,2024-05-14 18:03:49.534487,107.03
39dc599b-cc9a-4679-8ac4-df3781d69066,d907c8ce-5923-4e73-8fb1-ae1be93880af,Pending,2024-03-03 14:47:47.890346,151.18
e3e0d00f-fd8c-439d-930b-9a6a091c0c99,ebdc1e70-d9d4-419b-84d3-64bd388ccc4e,Pending,2024-02-22 04:38:42.772220,858.84
9d669f2e-f32f-4b19-b448-3fca858f6c2b,9e410c8d-dd2a-485b-a613-7e3ed816940d,Completed,2024-02-28 20:48:58.115894,207.18
ce967796-9486-406e-9955-6c53442a8474,2db92d25-4a9b-4e2f-ac99-52a522d9d336,Completed,2024-06-06 08:59:32.211522,515.68
26596bdc-52d0-4acf-89d5-4b8500085afa,6c311dc6-f263-4967-89d9-aad0944e5a23,Pending,2024-04-06 18:06:09.587735,733.96
4aa230d0-05eb-4b77-97e2-0edc5aa9e1a8,5efe93ec-7a56-4428-aff9-cdb19514d509,Pending,2024-02-28 05:51:51.514882,927.22
847cf875-6f9c-4462-a6b4-76aa862f38e2,e7793532-364c-4b91-aee1-63fed55502a7,Pending,2024-05-08 12:24:38.896535,411.18
c7329f7a-c504-41a4-9c2c-7cbc1d89878c,a65268ec-d5df-4560-8ff8-adca985c4d49,Pending,2024-04-25 11:42:28.716238,702.38
cd51552c-921c-466d-9a39-fb677d0d40e1,e4ab43ec-3452-4761-9ace-7b860cc38d73,Completed,2024-05-07 20:17:49.528247,290.7
90801c5b-a9af-4216-bed4-2242e4172d9a,1a4b792d-206c-46da-968c-016a30487796,Completed,2024-05-12 23:30:16.908398,705.82
6ecef61d-d654-4f66-b427-2b3bc05f5445,dbd2667d-856a-4939-a641-f7177ad37e28,Completed,2024-05-23 11:54:25.232275,357.76
ca3974f0-3bd3-468d-a7a5-bcc49ee73b7a,4cba6616-f55f-40da-8d02-94f613c48d5a,Cancelled,2024-06-07 14:15:00.142720,954.66
9e964087-dd8a-4bee-8f2a-4ef210f13543,205b8731-fc0d-420b-a972-89548cb6e2ea,Pending,2024-03-11 00:33:35.791472,68.72
81112a2e-0e97-4c64-b73d-db6ca5bde871,63b1cfc7-421a-4018-b557-925c62fb0d94,Completed,2024-01-21 20:05:11.881264,677.93
34587371-775d-49fd-9ab7-42f967bd043f,63d118a6-ed1f-417f-b96c-f86c11d6f9ca,Completed,2024-06-13 12:43:39.557431,174.76
8f92dbba-3f36-4410-8b51-9949a805dc94,fce9c2c0-aa0c-4455-8047-7e1f5271add2,Cancelled,2024-05-14 21:46:13.005503,931.15
962193dc-c9e8-424a-9308-699104de9146,6c85af50-d00b-4b26-b644-babafc0ee10b,Pending,2024-04-27 03:37:29.587608,97.77
83b8a35a-15e4-446c-895a-c49290d5cba4,f97d3155-28c7-49be-b646-e82dca0a1208,Cancelled,2024-03-14 16:14:10.131938,637.03
f8df5c6b-57a5-46a3-b173-4bd30ad67140,37eac8fd-c64b-4304-b08f-b1ad88a2c0f3,Cancelled,2024-03-16 04:06:59.804923,868.8
f65c14e3-09ae-44d7-bb8b-884f469086c7,d2674c5b-2d71-49b1-bd03-29fc09afb5ef,Cancelled,2024-06-21 03:04:50.135460,207.07
9e60e2d7-4969-42c6-a132-b9a716cb712b,2df17628-d788-490f-82df-337ed7fe41ee,Completed,2024-02-13 20:37:03.250220,402.95
f485bf23-495b-4051-854b-0b36b10db590,946ace07-9cd3-4bea-bfaa-665f302be415,Pending,2024-01-13 21:15:03.087964,168.89
8ff60862-5203-495f-abd0-47d513f53986,f068ee3d-7dcc-4a26-9c55-eced88cc7955,Cancelled,2024-03-27 22:23:53.961074,190.23
5c461a05-d751-408e-b113-007fdd31e53b,c951ae93-f98f-4d09-b84b-1147fc17275d,Pending,2024-04-07 07:52:56.940005,57.23
3a76fe29-8b3c-4ea6-a4eb-5522b49a0704,a28d1032-b7c7-4e3b-a180-25bdf2cc4445,Pending,2024-02-10 11:56:02.255523,42.61
7b5b0897-9b8b-4524-b9ef-22ed8671efd5,485c5e2b-7e45-405e-bca2-e4f5d342b9ca,Completed,2024-02-27 23:03:57.264749,494.09
300b150a-3597-4bcc-a566-0450149ca3ab,8eeaf234-0292-4312-8dac-0a135586682a,Cancelled,2024-05-02 18:03:30.744701,688.66
c2e3cc0f-2c21-40b9-989f-4d86c5bba85e,8524b8dc-dac9-465b-aacc-f9bf0d489a9c,Pending,2024-03-02 04:27:31.752589,877.72
a6a41679-9259-42d3-92d6-2019f834b56a,15e03ec6-687f-4004-b166-62aedaaf4ae3,Pending,2024-01-01 04:43:31.227089,988.46
ec61a658-9bea-469a-8b93-89af2e1c83d8,658bca42-4ff6-418d-994f-e836ec57a5d4,Pending,2024-03-27 21:45:00.601916,792.64
c58657c6-be05-4851-8759-7d522147a89e,ef13dfc3-bb81-4412-85a3-309f41254ec8,Pending,2024-03-05 03:57:57.581282,672.75
043f5b8c-c4c6-4f89-9c69-eb2a0b4ca041,b22b9f96-0625-498a-90d8-6fb97ae4eb8e,Completed,2024-06-09 19:25:22.221986,542.78
af1164f3-2c00-4d15-9217-6fd9775e687b,ccd199fc-8e47-4507-b74e-efaa2d0396a5,Completed,2024-03-19 07:03:22.834272,329.13
4ca513bf-e114-41ff-97b3-2c02d43007f0,98d0b787-cac3-4cec-b031-c403720385ef,Cancelled,2024-06-01 21:14:25.024764,432.01
38ab37c0-c6cd-40cf-9341-e591625f16e4,86b87a8e-0147-45f3-8f99-9411f7be8eb6,Completed,2024-05-20 23:26:24.440331,137.95
d521b7c1-3c03-41c1-97a7-fbbfd844f41d,97408d21-b2e2-4d5a-80d9-a3fdf41e1628,Completed,2024-06-20 03:56:46.599174,586.63
063d7f46-3c9d-442c-8810-f0fd15a0152b,f7f69557-8537-42c1-bf60-329c06a37fe7,Cancelled,2024-06-01 04:51:14.990278,668.11
b0a9b2ab-ae42-4ac6-b016-1e925c9310ca,5fa91047-5bac-4d55-adb4-1456cf8e0912,Completed,2024-01-09 14:50:42.795824,584.09
d6049565-715a-4b3f-b529-38390779f081,63b1cfc7-421a-4018-b557-925c62fb0d94,Pending,2024-02-18 23:10:58.732053,267.2
1142442c-0f11-4bc6-a57a-a5f372130313,a0e455f8-6e66-4585-9fcf-0945454cf03d,Pending,2024-03-17 22:50:23.738626,403.19
73b57dfd-8682-48c0-b367-2136636f6026,ef0aefdb-f678-44b0-bf55-9e6a21052198,Completed,2024-05-31 08:53:46.699643,607.65
87a306ce-ef51-49cf-8d6b-d9a18b2078f2,1503eea6-b764-4491-b909-67666b0a2187,Cancelled,2024-06-11 22:12:44.003862,383.05
d49c2b35-77cd-44e6-840a-99c1ed5d9016,648be429-35b8-45d3-b1a2-eaa444eff1ba,Completed,2024-05-14 17:50:52.435606,985.4
0468ffb8-8c01-42d5-81f0-c944e11433f9,fee8f537-dcce-49c4-ba71-6781792656d7,Completed,2024-02-22 00:41:20.029938,453.54
b79da311-6417-4244-87b8-d704d90e60c6,ff878edc-47e7-4b39-a24f-9bd26f936cfe,Completed,2024-01-02 11:54:03.369213,569.16
41a71718-ac32-4657-b34c-e0f367a57df6,5b3f8dfd-b9f3-4926-9d06-8a710f1f3387,Completed,2024-05-23 12:51:36.019293,992.76
3e23bd7b-6359-496f-b903-02dd4d71c9d1,7d9786d1-c28e-4108-9648-794f16597d7b,Cancelled,2024-05-07 21:05:03.216990,974.9
64bb23a3-4b62-4c36-a2a3-a22319625cfc,b8860310-c7b8-41db-93e3-1579cf8c4712,Cancelled,2024-02-23 08:52:49.099069,965.13
8f14996b-081f-4946-8283-70df664801b8,7a6060a9-e558-48c0-9532-ec8c832901f7,Pending,2024-05-26 22:11:47.469362,651.32
d1ba21ce-33eb-49ca-8022-6a01a78686b2,ff52b73e-74b4-48f6-941b-40d324016105,Cancelled,2024-04-13 13:23:09.472914,329.38
4f619be9-d869-4510-b988-8cf9530d4363,8b1d2360-0d7f-46c8-ac0d-341578697ea5,Completed,2024-03-03 21:58:55.424532,59.9
dfb79e13-e4c1-4cce-909a-20fecda82227,09612545-a5c4-4356-9e40-d55b727e4de0,Cancelled,2024-02-10 07:11:07.187664,513.7
abbd7c18-c6fb-4613-9934-a0f14a12bb15,de2addb7-5964-4d52-ad40-ca06342b898e,Cancelled,2024-03-18 20:43:25.367906,119.22
c7d8dbab-0a2c-4c1e-b5ca-d2fa86cbb062,c5a894bb-f6c2-4be7-b164-bc3e150bbee5,Pending,2024-03-01 09:15:52.188159,465.67
113083ce-7af4-444d-ae10-eeea54c7361d,3918bac0-82e3-4502-abb6-fbccd775ac3f,Cancelled,2024-03-30 18:10:39.898106,52.01
8d0441da-8669-48c5-9fdc-99caf2b86e31,960bb893-7930-4abc-8fed-d0131343ca1a,Pending,2024-01-16 11:06:35.110182,504.49
1cf65a01-d82c-4a42-9e0e-17892850ab0a,84c43f61-7742-4c9e-99b5-365f6c6f54e9,Pending,2024-04-22 18:04:09.120018,831.03
56bf0ef5-7bc0-486d-bc00-3d8a28e22838,64ea08cc-aee4-4ca3-b9c6-f9668650b558,Completed,2024-03-03 03:59:39.560426,866.71
02a76bfd-d417-4c03-9ab2-2bd69d21e025,94e5d7f9-e500-4185-9ef6-e76695f00c44,Pending,2024-06-08 07:33:57.775438,26.15
c099756d-0b38-4a7a-8f3a-56dbade70783,25b233e6-59f7-463a-9fc6-19a60a4d8c1d,Cancelled,2024-04-01 07:46:38.400406,56.6
c011e067-33d4-4ec6-aba6-3eaebeac57cf,93bbb9be-2a27-46e0-9c05-ed7948c6cfc8,Cancelled,2024-06-21 19:21:52.455918,93.13
3444b95e-d8b9-4b9e-82e0-e2b4cf8f6789,f1be01c6-1b0f-44b5-8cb5-9b3ccf9e6511,Pending,2024-05-26 15:13:57.403834,369.36
7f21c34a-ecf8-4418-b57e-a32e9010ded9,d55faa93-22c3-44e1-99a8-751c6d638408,Cancelled,2024-02-23 20:50:55.365072,918.68
c71a9ca8-9206-405c-90ed-4e3873dd4b34,dc98cf79-57ae-4c06-a482-b7273d99f23b,Pending,2024-01-13 13:31:05.407274,696.26
4965fa94-8f0a-4b7c-9554-a1e09f6678ff,966021db-d26d-4600-bc9e-f6bec8d652e0,Completed,2024-03-05 21:53:04.266078,112.55
23cca4c4-9347-498b-b5ff-3ec8bc06900d,fcc0e5f4-9570-4485-810d-0205d947ad69,Completed,2024-03-02 04:57:36.151564,493.55
fe1e1cf6-1eda-4d09-915b-3ee9e4b6687a,66e15474-ea7c-4875-9106-ef9ceca5a89a,Completed,2024-05-04 12:11:24.629104,676.79
37f6346c-a561-4849-9f3d-655787744d00,8b062185-593f-460a-893d-cbd4170a37f8,Completed,2024-05-26 01:47:51.234973,964.71
611f26bb-92b6-4806-a74d-3d82937d77cf,da665564-7350-414e-84ac-e7a88a978e9e,Cancelled,2024-04-18 03:56:52.888724,143.01
18041b01-7747-4674-a7d2-10f501a2f0d7,77d7184a-827c-4493-854e-e06ec776a837,Pending,2024-04-18 18:03:05.104381,323.72
2ed591a6-64cc-4837-a5d2-cb91a98c9215,1b284627-86d2-4fc9-a32b-1b154038af0f,Pending,2024-03-29 09:13:06.224582,588.28
fe4bf3be-532c-4387-9c9c-1b7f38d49710,a439e226-54d5-486a-b953-608760ffd113,Pending,2024-01-12 05:36:37.865520,879.99
1960cabc-b875-4129-abd8-bca3e74199af,fca2af87-c14c-494f-9552-c9a6ae2f8cb3,Completed,2024-02-08 23:11:25.935198,207.11
3cc597f7-2a4c-44d7-ae40-5fd7e8e9ed16,8a077b9f-df3d-4167-be01-29aafea4e06e,Pending,2024-03-28 20:14:59.218690,298.69
7189aec2-df51-4fa1-8156-1a3bacc4b7e4,4d283a7a-ff9f-40ca-a531-b9d67c365153,Pending,2024-04-01 20:48:18.015594,585.77
002466f4-e2d2-41b6-908f-b12418db9f1d,fd6d7340-7156-491e-a0cc-165806c1b0c3,Cancelled,2024-06-23 10:28:57.545177,123.93
78a578d7-577e-4818-8fe1-f95b957e3899,8efaf570-8035-48a0-aaac-744cc5e2bc9b,Pending,2024-04-06 19:47:02.135968,538.15
816f1442-ed15-4b04-9542-edab46dbe864,4f52fc47-da50-4dd2-9176-7a45a7d03bd2,Cancelled,2024-02-22 16:35:16.877003,552.03
233f518b-adab-445e-b128-dc0a9a234f1f,16ea4839-40c1-4bc0-b1a4-c7942d2f0476,Cancelled,2024-02-26 06:10:36.398031,894.22
0471c4e4-3552-44b6-b704-bda21820e29e,e8bfdb91-532b-4f6c-ab7b-8da0d26319e8,Completed,2024-03-17 20:49:43.261920,516.08
6ffe97a2-1426-4a54-8070-f7cd47fe9967,08092a46-8f5c-4b67-a2e0-6a824b551e9e,Pending,2024-02-26 21:27:27.610288,719.78
a5554b4e-d1d0-43d6-87bf-3508730ae1b6,a48b9277-684a-4e14-9189-784c51b650ec,Pending,2024-02-27 10:36:05.167552,426.51
8f423864-a56c-46d0-8d91-7f8cd9f7c144,1d9aaa82-02d0-452f-9674-1fa5451f66e7,Completed,2024-01-08 03:23:11.383554,711.18
0f88d551-27e1-4a14-842e-e2468ec18d4f,1971a3f1-b6f6-4731-bce2-6d1eaff6737f,Completed,2024-03-19 12:42:53.543521,83.54
411c82eb-100e-48fc-8095-befe7791b6f6,187e5406-e6b5-4b81-a5a2-6e9af00328fb,Cancelled,2024-03-22 06:45:27.402844,777.89
5ab97d33-d2ca-41bb-bab7-03752b84de15,9c21d47c-f969-4e23-a18f-104b0e53c817,Completed,2024-02-16 13:52:18.715899,75.7
e150e420-c06d-4a81-babc-2c44028e4614,67f88537-987a-4882-82fa-269e6b218863,Pending,2024-01-14 03:54:49.164662,802.89
bc3bca60-5f3a-4381-9ff2-35cc1c69d1ee,8524b8dc-dac9-465b-aacc-f9bf0d489a9c,Cancelled,2024-04-26 05:05:51.127535,497.91
f072fe08-2e35-435d-a53a-57211ad6eb78,ad5d28ba-26d4-4299-8f6e-94bae481609d,Cancelled,2024-01-26 20:57:25.047354,324.34
d824ad67-8c94-409c-beb2-3f4a0c88dffb,a48b9277-684a-4e14-9189-784c51b650ec,Cancelled,2024-03-31 17:25:17.797197,535.77
b4a2db87-cda6-45af-a2df-1f1d624f651f,c22c53c4-b912-4c0a-8844-b674431dc04f,Completed,2024-04-26 22:00:51.607366,411.22
d6c53921-60b2-4a7e-ab18-761ee094fe92,7ae3764a-d177-4f23-ac9f-c45e46d769c8,Cancelled,2024-05-20 17:07:13.456483,355.79
9bf19197-7b2e-4a15-8eb8-a6ade3c23d2f,1971a3f1-b6f6-4731-bce2-6d1eaff6737f,Pending,2024-01-06 02:23:17.261367,210.75
70cfa922-4081-4b73-9f1c-8b390af737f1,1f6be8dd-ac83-43d9-a2fa-0de2e1df64e9,Cancelled,2024-05-30 12:26:02.639687,247.18
f51e3ac6-09af-461d-a244-c5ca04f605f5,5d93bda1-c8e7-4937-8b6b-653b9e1ae2a5,Completed,2024-01-21 15:42:13.887003,915.2
eb77f6dc-ee5a-410a-a47b-d06f1016ae39,d5400f10-b916-4f96-bc77-02119e4bf9c0,Completed,2024-01-07 03:35:21.079684,862.19
a91dd07b-4e87-43b6-8087-6285b90f9f45,67ca8466-2b26-4623-bb6c-da5ec15ae958,Completed,2024-06-02 01:24:39.900030,404.23
3a0fa54c-f948-46aa-b931-90f1e3ed1582,29aed339-2804-4bf3-ba83-124536fc48ca,Completed,2024-06-16 17:14:47.726864,90.32
131de88b-5a3a-42ed-8621-bd2ebb5184a5,1a7eee6d-9c7e-4e9b-b92a-bd277efbbd5d,Pending,2024-04-28 13:46:38.287097,136.9
6181e475-ac1f-4a12-acd1-67f5f3bca720,fca2af87-c14c-494f-9552-c9a6ae2f8cb3,Pending,2024-03-28 18:33:28.498313,382.18
db4d1320-9e1c-4c79-972d-47a431b02c57,c1e3c56b-80a3-47d8-a6de-fe482f6eccd0,Cancelled,2024-05-11 08:48:15.774678,661.98
15a6e560-7b02-4422-ae32-a6961e4fd314,082cacc3-5ff0-4a36-83da-7fd594eeacbf,Completed,2024-01-07 05:47:02.342896,282.73
d0906c57-45fb-45aa-89f6-0bd0db170172,1e83e527-f2ba-41ab-80ef-49cfd8859ca1,Pending,2024-01-10 22:35:28.853822,195.51
7c6274d2-3f06-4189-83b2-9d18a087b8bb,860fa249-2724-496e-ad7c-761315d30e10,Cancelled,2024-02-19 20:32:32.839342,917.74
c29b1886-9cd1-46b3-b7cd-556a98ede68e,091f337d-a826-4552-9cf4-eba28bc1d493,Pending,2024-03-14 22:51:46.925804,493.25
f0425fab-5359-44fc-8ed8-11588822b7c4,ef13dfc3-bb81-4412-85a3-309f41254ec8,Completed,2024-03-07 01:40:03.884745,215.11
1ef85361-c3cc-4abd-b67a-db15985d172a,6cd9e9b7-4f82-4f58-bbce-c68a9299194e,Cancelled,2024-03-26 10:27:21.243151,406.1
02708129-1014-4295-a762-b453812395ca,372d6792-1deb-40bf-a9e7-0e644cd6f3e2,Completed,2024-01-02 20:40:16.145567,118.1
fa1d262c-443e-4ff0-af65-f4696b81e5b4,6f926c93-c26f-49c6-b680-8875fe6b9678,Completed,2024-02-28 22:06:16.900199,253.87
3d9f9b0e-9a9e-47b7-bdfd-d93c0eee6b71,b9941730-5098-4668-935e-3523fc560e5a,Pending,2024-01-31 23:56:48.682214,341.04
e350c0b4-742c-45da-8727-4d3646c1d9a6,edec0074-cc8d-44d2-9cc1-5674ea9089d0,Cancelled,2024-03-13 08:09:55.130899,661.95
c6d715c3-4283-42bd-87df-268118b6ef38,23a42cb8-75a1-4595-9c24-f9c3f721ce71,Completed,2024-02-12 14:31:48.992248,953.4
b82a7e65-6caa-43ff-a8a8-1ee3f6c75c22,7ee16db4-cb15-41d6-98fd-51a1061903ee,Completed,2024-04-28 14:48:12.192214,96.1
fca28e7f-4e3a-458e-b3ba-9492cd82d55c,c2bcee5b-78c0-4f28-b815-0277acb6458c,Completed,2024-01-03 11:10:41.941156,392.94
06e39a46-8c9e-4fc7-a42a-cd74fa3e63b5,c1b3ef74-5bd4-4543-bfe8-efe2f2c5c9eb,Completed,2024-02-07 10:58:53.374636,27.89
d48434e8-3f2e-456d-8ccd-86477a3e88eb,20c2b281-3316-4e07-aa26-d7dd662291f6,Cancelled,2024-04-22 05:32:40.292983,173.47
925f9fb5-97a4-47bc-97d5-c587d0bc63ba,5d82b1ab-2179-4416-b4a4-412d1e2198f5,Completed,2024-05-08 11:29:33.732512,968.9
3267f6cf-f024-410d-a63c-aa848dc24882,c1b3ef74-5bd4-4543-bfe8-efe2f2c5c9eb,Completed,2024-02-21 14:06:44.375244,573.95
269b58c6-8c0e-4ce4-9d67-57d83cb647d6,1fe6ed7b-3773-411b-a765-1bbd615772c6,Cancelled,2024-04-23 21:19:56.168450,823.95
05d7961b-ccf4-4dc0-8b5b-5093a210a4ed,e5e4eb3d-dd03-44d3-a615-c0ee12392762,Completed,2024-02-09 19:03:39.012436,477.81
0d7a84f6-447f-4481-af23-e512355b23d7,b6e9686b-49bd-4e12-afdb-2036b36d40a3,Cancelled,2024-05-29 15:09:35.298105,566.02
d75a92e2-c6d6-4e95-8e16-25a35e0a86ad,c93aa407-8edf-464f-894a-4e4b5d3d434f,Cancelled,2024-03-18 00:45:57.397599,273.97
