product_id,name,supplier_id,category,price,stock_avaialable,status,product_createtimestamp
0df93904-0994-429e-970f-2961fe40760c,others,2117f2bd-fc95-431f-bfd8-4add972eb92a,another,191.41,422,Active,2024-01-29 04:37:27.089821
49e810c3-4d5b-470a-99f3-b447d431e9ef,learn,76b3a4f3-5707-40ee-a158-f09eceef4873,research,335.05,577,InActive,2024-05-07 19:07:28.375283
beb633f9-9190-4140-a357-1767fb57fe0d,local,2f865941-3a91-49c1-9359-89c9a0059ce1,tonight,244.69,116,Active,2024-06-23 15:54:12.005010
98381eb0-549b-4252-b6aa-78683d93861a,beat,284fd016-a769-49ce-b08e-6236b7b50961,attention,432.63,598,Out of Stock,2024-03-06 22:25:43.984303
e2a61331-6377-4911-b8ba-cd3d9f6b35bf,by,5f9ad174-5d35-4d33-90e6-b2985ca7f14c,exactly,344.81,825,Active,2024-03-11 13:14:36.596132
bd245f33-df38-4b97-b099-822e22aa31cf,care,835a2235-ff02-4fb6-a378-d4244de71a15,sister,179.93,543,Out of Stock,2024-04-14 16:03:30.918648
c9e97edc-27e2-4002-a06e-674114d95406,might,6e2341ad-82cf-4a4b-a7fb-2c2467f127b5,likely,105.08,52,InActive,2024-01-17 16:51:13.422227
99ff9991-7613-4fbf-a0a7-9423aa64edde,rich,1362f42f-4bfb-43dc-a277-1c0f2ebe2172,finally,107.05,622,Active,2024-04-09 09:51:10.990725
a10d5a27-b5e7-487a-921f-85e1825ff7c2,boy,227a3652-4a49-4d74-9b2b-82203c563ba0,situation,487.07,297,Active,2024-02-07 19:49:36.137829
6d1f79fa-40a2-4196-9e84-b17ef5c5ee9e,risk,313827eb-e119-4991-b114-ef0464fbe104,explain,31.52,383,Active,2024-05-16 16:55:33.057076
117eef01-2a73-4299-9193-3d2e022cdc62,candidate,d25f329e-de87-4ed7-baa3-21643083e8e7,space,264.03,490,Out of Stock,2024-03-09 09:05:07.407891
a59bb058-0632-48f7-8041-682d6c2284f4,into,4f08912d-e757-47b6-b6ca-64df87bbe55f,wife,344.76,486,InActive,2024-04-08 09:49:16.726998
e12e087e-8151-4603-9577-083239fb668e,however,c9adc26a-889a-4aff-8fa1-ea1a1c5b26ef,shake,270.1,222,Out of Stock,2024-01-09 23:35:10.576073
affd041a-ca23-4369-8e3d-22e5029a2efd,board,d5e464fb-d20d-4b8e-9929-8dae3468e16a,learn,276.31,18,Active,2024-03-19 10:20:08.879985
4962c925-e2b0-4b96-b8e8-3fe9310e7727,small,88ee504a-c2a8-473a-a407-5419266c259d,guy,262.23,960,InActive,2024-03-21 16:31:24.957239
02859d26-c373-4a56-b134-167e3a2eb163,realize,ff7cfc2e-76e3-41c0-823b-03e170fa871b,according,467.76,412,InActive,2024-01-03 23:48:32.847599
91760f38-a365-409a-9149-4d6ade289ded,more,6be0473f-b35d-4e97-ae67-c2453d18df08,focus,401.75,193,Active,2024-05-15 18:54:11.205377
cc41cf0c-41aa-4e04-acd2-afd10ac14431,opportunity,759b2b39-a56e-4890-9d51-1e452081209b,step,384.77,755,Active,2024-03-10 17:07:36.215615
0b73a750-3cf4-4f07-9301-0ca50cce868a,always,a0499a71-84c3-4e5d-94d8-02c4854a22dd,house,306.39,411,Out of Stock,2024-05-21 11:34:03.579428
a7410066-9ba9-44b4-8ee7-7b9e17858198,his,f97504d2-3ffe-4763-b856-aa274b477293,debate,194.26,430,Out of Stock,2024-02-10 09:34:13.350978
4c5323fd-aa8b-43ca-bc70-6f7a90f262be,will,537683c1-f29f-4a2a-a5d4-57f6f9b85a53,pressure,334.12,279,Active,2024-01-29 17:53:47.275905
d398218a-bc85-409a-a1ee-0b8487558680,price,94010b8d-73e7-473f-990b-1a7f79b703d6,performance,425.15,92,Out of Stock,2024-01-16 12:29:00.508582
77ac2fb6-10d4-489a-9f50-aac8fce9e3ca,either,fa03ca5d-0913-4fc4-968c-cd071f45aec2,officer,243.36,196,Active,2024-05-30 22:33:36.154664
43805f52-db78-433a-98a7-b83f1a34a28e,movement,d75422f4-b9aa-4f08-af21-d137e2597f20,expect,316.6,925,InActive,2024-02-25 11:59:27.326973
d1d3774e-b871-4dd6-817b-7f8a5df4944c,war,12c9a567-f599-4858-ba2b-f69309ef6176,goal,75.71,672,InActive,2024-02-08 08:17:28.555128
9564baae-8205-43c5-9428-6567428b4a11,same,8446f667-1e5d-4f38-89e0-83e919c614ed,despite,357.77,570,InActive,2024-05-26 09:07:11.914797
5ef7648a-71dc-42cd-b031-8c98a804daff,yard,94010b8d-73e7-473f-990b-1a7f79b703d6,already,396.43,698,InActive,2024-01-27 06:23:39.897928
27de8235-ab76-4080-a023-4a15c200f1e6,wind,f3dc974a-b153-41d8-aa8e-f0779c3a04d4,though,66.03,804,Out of Stock,2024-01-24 09:22:21.513890
0498ba00-44d3-4697-bf67-03009e1c2389,describe,6c6163f0-ea39-4a4d-b375-a5f533a50fac,sense,215.94,178,InActive,2024-03-03 03:11:01.946858
089fea15-17e4-4347-94fd-3eac694e92af,business,4ab7c3bc-196d-452f-a80e-957b868c0555,heavy,380.89,468,Active,2024-03-03 07:57:44.119000
ad2ab7ce-1984-4f71-91cc-8037be17dda7,world,aed27a48-425d-4542-ba4a-cd9144685631,appear,408.62,260,Out of Stock,2024-04-04 11:28:36.482520
599cc57f-d7fe-42a0-ac9e-5ae3e63fafad,receive,f43c5d9a-131b-4642-87b0-7f747c4c4293,act,160.51,777,Out of Stock,2024-05-12 11:15:31.113441
401b6bb2-d456-422d-9581-6020683e840f,list,8adeac66-4481-4dd4-843a-969ab98c17d6,down,295.06,487,InActive,2024-05-27 21:49:41.991817
0bbc8fdc-f7e4-4e0d-856b-9d60478708f7,because,e53e74b9-146b-4451-83ac-69d6256237f3,firm,417.11,159,Out of Stock,2024-04-23 01:16:11.236084
11e631a0-7cfa-48d9-8d99-b1ee061ea9c1,build,f8246c0c-80cb-4293-b4fe-9622d89a8662,nature,17.25,848,InActive,2024-02-20 10:03:30.527527
d8624b69-4a80-4c35-9f69-5a4ea4cb0aad,part,cea454a3-193a-4a49-9b9a-c5f65b459bb5,middle,319.55,987,InActive,2024-01-21 16:02:16.295526
f4b1fa19-b9ee-40c9-8b46-3b37b5871cff,third,5aaad9a8-8d69-419e-be7d-c8a5bcc8d4a1,war,399.11,98,Out of Stock,2024-05-05 11:45:11.455760
7d5cc074-51a1-4b2f-98d6-6dd7b66161e1,fact,57ad1f5b-01b9-44d0-9afb-683b10307855,Democrat,253.44,512,InActive,2024-01-10 21:21:26.998008
61a3c90c-e52d-46cf-b287-a1be17b8b7bc,while,b88d8497-95b5-4594-87bd-738e8bfdfe9d,however,56.54,139,Active,2024-03-13 16:15:30.802523
37d2c57c-b21f-4be8-9339-c4dd782ee719,ready,77472aeb-fbd3-49cf-92ba-e59560acb2e1,floor,99.39,133,Active,2024-04-16 22:23:38.797225
a806c712-4abb-4542-a7ea-69acf5f93129,floor,5a87e32a-59bd-4a4d-8b3c-34122da4a0ba,what,152.52,520,InActive,2024-04-28 18:23:36.508693
5f75b477-6d5b-41c4-8b2a-546836ac8a28,live,9e925b36-5cd4-44ad-a22f-ae41be034ef5,area,375.85,587,Active,2024-02-23 09:28:14.019573
26afcc03-891f-47b8-a13c-839e14029ffa,base,238e8b6b-09a6-4cff-8bb7-a056606a41c1,radio,337.18,565,Active,2024-03-08 10:19:11.590285
8bba4f13-7f1a-45ec-b920-0bdb93390e32,try,ea4a6f92-931c-4a3c-9185-c73898acc8a1,trial,105.11,769,Out of Stock,2024-04-09 06:04:21.538429
ab7bea0d-8286-4771-b35f-64e557784336,skin,0659b37f-675b-468c-817e-1bf655808347,perhaps,75.0,3,Out of Stock,2024-05-16 14:03:31.414337
74897423-f826-4799-8940-0fecee5ba2be,piece,d5e464fb-d20d-4b8e-9929-8dae3468e16a,let,61.88,289,Active,2024-05-13 01:44:06.052096
aa4c5aa2-fc05-4191-bc55-57f06ed44b26,four,edfdea12-68ca-4937-b753-b8a294f1ce17,serve,342.5,971,Active,2024-06-16 01:39:28.377517
0212f33f-d87f-41f7-ba0e-4e58523e6a4f,by,54457ba9-f426-4867-bc80-f479aa1815dd,model,344.62,558,InActive,2024-05-24 06:55:45.169849
50308ec4-3310-4cbe-bd24-6a44bc0d221a,close,051bebfd-1c0e-4ab1-8801-ab15520d7956,million,83.72,498,InActive,2024-04-12 06:18:31.669949
410f357f-6b28-4c08-92f7-716956abcb6d,song,7be7d5d9-f13d-4d10-b67d-cf2dc7790abc,couple,133.85,221,Out of Stock,2024-01-21 03:30:51.425813
c94e8a88-c680-4b52-9d11-3515a156cf4d,prevent,99976110-98eb-4b98-8ef4-2914a5912d0a,light,358.69,203,Active,2024-05-21 11:34:19.733859
19f80786-661b-491e-9d4d-c106a4df7b0e,community,e50a2c7f-dcd9-4d46-8c6e-921e407df4a6,early,213.46,5,Out of Stock,2024-05-11 09:56:44.349301
d0004aef-90a8-484a-a094-329c2d5c1ca2,party,0dfeeb06-20cc-41b6-a479-92f47b695a54,large,332.03,888,Active,2024-04-26 07:53:08.521853
87150af8-444b-43c4-a6ca-180567e53c52,police,65332389-9a96-4786-af43-491375306e6a,hour,411.02,854,Out of Stock,2024-05-14 18:25:53.258484
6caca9ce-2eb5-4382-aa44-6f01cfdb0ed5,suggest,adf3a49c-800a-48c4-98bd-ae7f2066d07e,sit,180.89,345,Out of Stock,2024-01-06 17:04:32.407339
541c68bd-4d60-4afe-9f2d-63ec1a64d4ab,series,6c6163f0-ea39-4a4d-b375-a5f533a50fac,recently,144.23,728,InActive,2024-02-26 20:17:06.192276
00ccf3f5-ba54-42b0-aecf-37756b300cef,wait,6c34cfe3-d776-42fe-aace-c295322e6dfe,only,123.58,422,Out of Stock,2024-03-10 02:43:54.502735
f812d298-7707-43a8-ba5c-72ae4cf989df,personal,cea454a3-193a-4a49-9b9a-c5f65b459bb5,here,381.69,896,Active,2024-04-26 17:46:54.796629
1b47abec-e84c-4c1f-bda7-e6a1c0b1283d,good,5466c1fb-dd41-4187-a2cd-507bbc603404,nation,298.7,732,Active,2024-06-21 15:13:56.308669
faa4c74b-49dd-41a7-91df-26ae9290367d,provide,516c6524-14da-474f-ba6a-4b334d6e939b,near,403.58,331,Active,2024-06-23 05:54:07.818825
240cb29e-60cc-49cb-a776-46a03eb46a28,leave,9fc9b195-634b-40aa-979e-07a7ed8a53bd,race,251.15,494,Out of Stock,2024-03-24 02:38:14.615748
d553a5aa-c15e-47d6-b475-efa402848136,news,0b5556ff-b126-4702-8166-0f8b80762083,force,409.79,310,Active,2024-05-25 04:50:51.621512
f030db5b-06a9-48bb-b1e5-5b54f1701b14,but,b496d038-c289-48ff-810b-ec455e102eb4,knowledge,417.84,8,Active,2024-05-22 15:53:01.508679
49d1016a-5170-4f62-acd0-549d5f39d1c6,subject,e3ae0aa8-6ec5-4784-9d8a-d8fcdbfcb5c8,week,122.98,136,InActive,2024-05-24 12:48:42.967176
95b8b961-24a6-46be-9b4a-20e6b48e54bb,yet,5e257185-1216-4fdd-86c9-6d571c98ac08,big,275.71,389,Out of Stock,2024-03-06 21:54:05.248473
6d26aab5-89d1-4237-8778-f087680bda19,enter,b4821b9b-d793-435c-b187-2ced8cade4ea,receive,317.77,494,Active,2024-02-15 05:25:33.397717
8e954268-f749-4ee8-8fb4-46172f9f6cd9,walk,708db607-a7c1-4423-b228-7bbb6f90b737,around,340.39,271,Out of Stock,2024-01-12 05:22:15.485276
f436f3d9-ceaf-45e8-be59-707c79161b55,together,dfa51812-0525-4e46-97c1-5af12c2e2194,yard,326.56,154,InActive,2024-01-20 11:11:25.984203
bf3e3f27-b09e-4969-8e5b-44bbb2834f54,special,e53e74b9-146b-4451-83ac-69d6256237f3,business,384.47,838,Active,2024-01-03 08:48:15.418931
fb34cd30-a9f3-4d2b-abc8-70481156cace,important,5da51bac-cdc6-450e-8096-21c16047fe2c,whether,425.19,133,InActive,2024-05-04 03:53:21.661049
287b6563-5f9b-489f-87c1-baad49e969dd,collection,8131db8a-4c6b-4d18-9757-5825b8995d8f,large,19.74,485,InActive,2024-06-08 16:30:38.457177
25e17960-0c5e-45d0-8dc7-e48003a0f833,husband,76b3a4f3-5707-40ee-a158-f09eceef4873,subject,106.21,795,InActive,2024-02-19 10:16:01.229861
8ab6ce89-2c6b-42fc-87d2-f9d562e0fec5,consumer,ee305eef-c21a-42c7-bb89-e328c8c52391,attack,434.35,73,Out of Stock,2024-02-28 20:42:39.343611
47faba99-0c8a-4fe0-911a-3650d4aab8ab,benefit,2b8aec68-e64f-453d-af32-102540abcc55,information,241.89,125,InActive,2024-03-13 22:08:52.344389
a7f42ebc-2c13-4665-baf8-712f21dc72b9,lead,3697512f-0959-40d3-9e5d-f0b87482362d,moment,77.8,921,InActive,2024-06-06 00:41:26.361544
8cc81664-038e-4362-a78c-d0b91203a2f0,account,1cfbe7f6-3ac8-416a-bd10-a6660f270a12,him,170.59,687,Active,2024-01-14 17:18:45.203057
eb479773-ec95-4d6d-9ad4-7f813a2b4104,down,fc1a1c63-53b9-4ee6-b6b6-e6592b524564,especially,272.12,288,InActive,2024-04-19 08:25:45.563041
fecda8b4-faff-4f6d-92ed-ff92898d6177,stand,57d507e4-4e74-4178-9e45-b2fb84124432,race,100.78,127,Active,2024-04-28 02:32:20.051414
db9720f7-866c-45d6-94f4-3c8cdf0b0903,sign,705bb0ec-0599-4361-9499-826cee922189,music,312.77,29,InActive,2024-01-03 16:33:31.058666
0724a96b-d129-4887-aca9-a3385a2ac6cb,letter,4dbbbc83-5332-4560-9665-4e4300af4e26,use,388.49,492,Out of Stock,2024-06-08 07:50:14.553151
11a57d74-fd40-4489-bf51-dca07aaca6f5,social,16331a20-5850-4e30-8356-f2214feac3d9,college,181.35,718,Active,2024-05-26 09:51:29.953528
de23f791-2c91-425a-b4ad-209a10e2e1d7,she,78f282c6-f498-4b39-baf8-9c2e04a850c3,method,202.09,284,InActive,2024-01-30 09:54:12.375017
1161c6bc-e4c8-4c36-a33f-cb687b6fc82d,address,469c598f-5d17-48d4-ae52-845bcaeba61a,increase,172.54,460,Active,2024-05-13 04:03:16.548383
8774fcb4-69bd-4d3f-8be4-1a95ea69b54f,already,605b4ad4-1555-41d4-858c-f1160c18eb65,meet,105.67,796,Out of Stock,2024-01-25 20:10:54.352586
7b6e6e77-e168-45b4-98a9-35df4c6cf3b1,myself,6486623a-b048-4b0e-8141-a5143de77290,capital,415.33,207,InActive,2024-03-02 13:31:58.716956
9c49a3f6-53b1-4ea7-95eb-092f269db762,hold,0e37fe53-7647-4441-b13b-bf688259a0ab,include,187.02,5,InActive,2024-01-29 19:17:55.919924
b05d06b9-bc8b-4b2d-a99a-7b427d4e9bea,always,d25f329e-de87-4ed7-baa3-21643083e8e7,off,488.55,67,InActive,2024-05-05 17:00:46.420523
c807fdb8-ffd8-4d00-a0be-da51c94e1043,not,2e1c70ee-825f-4283-9664-2fc0396ba02b,pick,234.33,770,Out of Stock,2024-04-15 06:50:38.049242
04078f89-f609-4c51-83ac-f967849bf9f7,source,eb20ac6a-3edb-45ef-ab1b-32d00d619798,goal,487.52,821,Active,2024-06-08 05:40:58.135681
2f37f6e0-8511-40c0-b179-905036cc70ec,police,562137e0-cda0-4c5c-a3b6-6adc03dbf327,oil,238.72,600,Out of Stock,2024-05-11 19:32:58.652299
b5eb35f2-42a5-4953-8be2-eab63490f3ea,especially,9ecf709a-2437-4cea-a6d7-a5e9f303ecc6,write,399.16,230,Active,2024-04-01 12:08:14.336907
ba250fcf-abb8-4951-b048-78051096dbf8,responsibility,ef0bd14e-95c7-47f1-9e7b-2504574eab2c,between,352.84,811,Out of Stock,2024-01-11 11:05:16.182136
52d468cb-3d6a-4e4e-8911-efb93c519ccf,quality,6f4a07a1-9459-48ea-89c4-d6b00035c0fc,there,29.73,414,Out of Stock,2024-04-12 23:33:31.125135
47cf6911-0544-48e2-856c-08800a4a16b1,economic,35b01b6c-c730-4ba0-ac2f-4588144b17a6,teacher,400.65,235,InActive,2024-03-22 05:36:07.455449
65a3a79c-6f0e-4f03-a862-aba3ea3fd583,mouth,6c34cfe3-d776-42fe-aace-c295322e6dfe,suggest,416.12,506,Active,2024-06-19 10:10:42.668368
dae0b086-5185-4403-8d5e-2ec042011696,prove,22f2e650-d0d1-4f20-a32c-6ea3cb1417fb,prove,472.01,714,InActive,2024-02-25 16:11:57.343838
54fabebc-8fa4-4087-8d1f-0da178dfa5f5,loss,ef0bd14e-95c7-47f1-9e7b-2504574eab2c,study,469.07,736,Active,2024-01-17 17:33:56.174570
ee9840e1-37a0-4f89-851b-dbe82e0a67f3,yeah,7eeb64df-fdba-492a-88c6-5e7ce51e85f8,consider,329.41,259,Active,2024-02-11 14:51:38.193217
214c1278-bd76-4210-9c0b-3d12816b687c,finish,e5037494-9a0b-4f29-992c-94440887a53f,work,383.3,390,Out of Stock,2024-06-09 19:09:04.347820
f840da6f-5a4d-4979-b772-05db768a0048,against,96e76a10-3cb0-45f0-ba91-0c81b7598cc2,prove,454.42,14,Out of Stock,2024-03-28 20:16:01.064322
bd2760e0-835e-4156-8e40-5ce693fbea6a,democratic,c770015d-360c-4d10-b36f-9a9d875e5912,again,405.22,547,Out of Stock,2024-03-15 15:12:18.447530
cedc0c79-2ba1-4000-9be6-dda553b02d46,concern,a79aa99b-159d-44af-ac07-1af70fc8b52c,different,365.28,682,InActive,2024-03-10 02:29:37.669885
e0dc3376-f346-4943-9116-90aa19bd6350,chair,e42c7183-db09-4ca9-9295-a5e5fcf9410f,task,150.75,801,InActive,2024-02-20 20:27:00.589109
8b545b39-a233-4aab-92af-4c66de8ea30f,billion,7c909c7b-b8ec-41a8-b3d5-535e1be5307d,nothing,185.94,30,Active,2024-05-12 12:43:32.901213
c5a5416e-22b6-40a4-ac55-0e0f582e0877,live,dcb59f4a-7baa-4326-b02c-ab0f1129cde2,or,139.35,652,InActive,2024-05-10 08:16:16.053791
dfa2df46-c42e-4255-8cc6-e2dc026f9310,civil,e1e47e5f-43bf-4871-adfa-f30a449f2288,environment,406.04,559,InActive,2024-05-23 10:30:51.657052
9153b1d2-e973-4508-9a47-9a82980c4f1d,protect,800e671e-760b-4f34-a2d4-c3e71b672306,figure,133.77,631,Active,2024-05-30 10:53:01.716605
ae5a4215-f191-45fc-a7eb-e3e0ddbf04f1,current,ca4aea47-b23c-453a-8608-685ed7e0c1ba,newspaper,355.19,198,Out of Stock,2024-05-02 04:06:18.485778
8fa6330c-573e-44eb-a143-0098828af797,avoid,f9aece44-c968-4eef-93dd-8cfd8e174eba,ever,75.36,55,Active,2024-04-16 05:16:01.326797
ba8f995b-02b7-4433-b1c6-50cae595c34a,tonight,610fd117-14c7-410d-b1af-bf8a38824ea3,law,334.91,241,Out of Stock,2024-04-30 22:53:55.745578
9aa4c94c-21fe-4513-80fb-3a804498f00e,sell,c597b65d-63c9-4507-88fa-2a78a57bb548,general,266.44,109,InActive,2024-01-25 16:45:26.974284
f09f84a1-c5c1-4f70-aadb-73c855625140,such,4941af53-d8cf-4fe9-b42b-e717fd791820,relationship,288.62,359,Active,2024-04-15 16:12:28.008424
5db605de-54d5-45d0-8f83-8865ac9e0d9d,pull,5c62f620-4566-4667-9e74-bb4358fb4485,least,67.41,259,Active,2024-03-22 10:34:29.209239
8d4a0701-f5cb-4780-b840-8ce8fb850333,enter,d5ebefd0-5df1-4123-9bf4-024c16cdffbd,media,243.91,309,InActive,2024-02-24 03:04:08.905170
d4effeb7-add6-4b79-a9e1-666332e783ad,address,8b84929d-60d0-4572-8a90-baa31bd965b4,public,484.99,21,InActive,2024-05-26 17:24:14.533088
40fe7f86-993f-4c01-ae34-479a4fcc2fb9,society,4ea17a20-9307-484c-b130-d796c6c1a917,ever,227.24,343,Active,2024-01-23 09:34:21.782508
257867b3-0ecb-43be-bce5-1aa8c926399b,see,12577d9b-11ce-451c-b96c-87f465c0d928,story,199.34,836,InActive,2024-03-22 03:00:39.110062
e0a6b94f-2c45-41bd-9008-c5089ec6bf32,mouth,01e0603a-ac9c-49d8-ac92-b48d9e2b8ffa,see,234.97,639,Out of Stock,2024-02-12 03:49:36.984917
51473333-23f4-43b2-aa03-77ae113f643b,response,8e01e08e-4536-4a3e-a5dd-2443bf213d12,national,469.31,327,InActive,2024-02-04 08:15:50.854681
3f6f7d99-149d-46f3-8852-6fc4a28b18d6,how,2e3b9388-5195-481d-8249-f8e183296007,anyone,341.25,905,InActive,2024-02-28 14:02:34.117060
22c9c1d8-c257-4646-9a30-afd83198dbf1,prepare,9f0873db-a0bd-4ea9-94c3-7e71f79e9ccd,conference,480.96,428,InActive,2024-02-22 15:11:28.317613
75d0d7b3-2735-42a1-a70d-27ff9a75b9c5,big,aeb2cda4-a2eb-498c-b6fa-2fedd9e5dbca,majority,416.43,239,Active,2024-01-28 01:10:42.624427
6e811bf4-39e4-44bd-9b0b-195923ef40db,tree,35249593-b40f-4d7e-b292-1c16dee50cc9,better,68.9,343,InActive,2024-04-03 18:07:48.593578
4d044ae3-3ad8-45ee-bcaf-8cfacd176a9c,difficult,69509fa4-d0de-4b3f-8503-bc12f24bdbfe,behavior,401.7,627,Out of Stock,2024-03-25 00:01:45.834890
2611358a-6a79-4082-ad05-9382b93a3a61,interesting,da57e3df-88be-4c2c-85d2-d167fc6e495f,involve,160.21,496,Active,2024-06-06 08:29:01.426513
c8b0e281-ee13-4d49-8600-1ff93a8cca0b,different,f22da27a-8114-4548-aaaf-59f5043071b3,how,332.39,983,Active,2024-03-05 12:40:07.790091
2167fefe-5e14-4896-97d3-7f0f18689a60,from,54a4ddca-f621-418d-9033-755f40ab5300,prevent,114.29,65,Out of Stock,2024-01-23 10:38:29.677357
11f1dcd3-a4ab-440f-9138-1d2a2a41b3fe,marriage,69509fa4-d0de-4b3f-8503-bc12f24bdbfe,sister,81.3,864,Out of Stock,2024-01-15 01:31:24.033053
a68e68f5-1970-48ea-96b2-6d190b6226b5,culture,0e3b6df1-b480-45f0-b652-e2417b94a465,local,72.28,930,InActive,2024-03-30 22:17:31.457319
b67cd6bd-6c5d-472c-adb2-7cfda4396609,fine,fa6d7377-b102-4d88-93da-9cd57dab270a,seat,130.89,201,Active,2024-02-14 19:21:13.181139
cc85db23-9f26-48cd-8ab0-38a4371a6d49,evidence,9b69b095-025d-48ea-b8e4-f1e931bd7d4a,federal,343.41,978,Out of Stock,2024-04-23 03:12:59.975730
22946e1e-c8a5-4ac1-b199-f6576b767845,respond,2e24376c-5881-4bb1-8946-0ed680f267b8,during,211.68,18,InActive,2024-04-12 18:18:04.695295
689a6c4a-0349-4764-bb79-9b976453bbdb,section,9b8b3859-3246-4a65-b77c-ef2bf4a05a9b,capital,161.05,772,Active,2024-04-22 19:05:25.330992
2746c4ae-833b-40d3-b135-a3f530e1427f,attorney,7be7d5d9-f13d-4d10-b67d-cf2dc7790abc,office,58.69,373,Active,2024-03-13 04:01:05.270496
72c6b299-9285-43f1-bdc0-b0150639b5e1,simple,bc191918-161c-4d94-8db3-a23d1fa5963a,lead,485.32,440,InActive,2024-04-29 09:01:28.022922
b5b500ec-f1b8-4eff-993c-4d989cb58b08,table,06a62229-aa5e-49df-92da-359e855ecb09,student,389.52,565,Out of Stock,2024-01-21 13:02:54.699145
72cccded-d1b8-4d51-af62-a50fe8aaba3a,her,347e9e01-0b26-4e4b-8bf1-95b45d1fce00,charge,353.1,184,InActive,2024-01-12 22:13:41.102093
1495704a-6e9d-41b6-a7d4-539ec7ca732a,already,b22d212d-872e-46ff-b484-321c5547cf41,hospital,471.75,737,Out of Stock,2024-03-07 00:12:23.402948
8a1977d8-b879-4219-89c2-48ab9d11651c,represent,e7882eee-a8c5-4db4-8031-11c90fd2d16b,eye,36.94,975,Active,2024-06-02 15:57:01.994394
d288f614-7d4f-44d9-9f5b-d09fb8dfef20,state,6fb9f547-1d5c-4f71-8cc7-c29592f6abcb,together,402.84,677,InActive,2024-01-03 04:48:30.035585
312c31e2-20ba-4db5-9c69-73d876b13b96,hundred,aeb2cda4-a2eb-498c-b6fa-2fedd9e5dbca,environmental,417.11,55,Active,2024-05-02 22:21:31.188100
1c1e3ae7-4d53-427b-b16d-7107dccad439,market,032d0976-32b5-4aab-9141-82a7354912e9,respond,497.98,773,InActive,2024-02-10 09:30:05.622205
7dd40e1a-1dd5-4306-8664-afb8c9e97ed7,offer,32977d3a-3484-4acb-9083-0d3e16935f67,north,307.75,709,Out of Stock,2024-06-14 15:32:53.631816
